Gene symbol	Class	Subclass	Element type	n	freq
lukS-PV	NA	NA	VIRULENCE	19082	0.18409145723795284
ant(9)-Ia	AMINOGLYCOSIDE	SPECTINOMYCIN	AMR	18401	0.1775215860305822
arsC	ARSENIC	ARSENATE	STRESS	18017	0.17381698905021464
seq	NA	NA	VIRULENCE	17959	0.17325744054797163
sek	NA	NA	VIRULENCE	17949	0.17316096666827457
arsB	ARSENIC	ARSENITE	STRESS	17884	0.1725338864502436
murA_G257D	FOSFOMYCIN	FOSFOMYCIN	AMR	17053	0.16451690704741692
erm(A)	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	AMR	17033	0.16432395928802276
aph(3')-IIIa	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	AMR	16581	0.15996333992571513
ant(6)-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	16559	0.15975109739038154
murA_D278E	FOSFOMYCIN	FOSFOMYCIN	AMR	16167	0.15596932130625632
erm(C)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/TYLOSIN	AMR	16081	0.15513964594086152
arsR	ARSENIC	ARSENIC	STRESS	15914	0.1535285321499204
murA_T396N	FOSFOMYCIN	FOSFOMYCIN	AMR	15754	0.15198495007476726
cna	NA	NA	VIRULENCE	15587	0.15037383628382617
sea	NA	NA	VIRULENCE	15499	0.1495248661424919
blaPC1	BETA-LACTAM	BETA-LACTAM	AMR	15381	0.14838647436206648
sat4	STREPTOTHRICIN	STREPTOTHRICIN	AMR	14821	0.14298393709903043
tet(K)	TETRACYCLINE	TETRACYCLINE	AMR	14435	0.13926004534272346
aac(6')-Ie/aph(2'')-Ia	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	AMR	13636	0.1315517823549274
mecI	BETA-LACTAM	METHICILLIN	AMR	13307	0.12837779171289374
sel	NA	NA	VIRULENCE	13034	0.12574405479716366
mco	COPPER	COPPER	STRESS	12985	0.125271332786648
parC_S80Y	QUINOLONE	QUINOLONE	AMR	12910	0.12454777868891997
aadD1	AMINOGLYCOSIDE	KANAMYCIN/TOBRAMYCIN	AMR	12645	0.12199122087694757
msr(A)	MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/STREPTOGRAMIN B	AMR	12293	0.11859534031161063
mph(C)	MACROLIDE	ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	AMR	12036	0.11611596160339588
dfrB_A135T	TRIMETHOPRIM	TRIMETHOPRIM	AMR	11571	0.11162992619748204
tet(M)	TETRACYCLINE	TETRACYCLINE	AMR	11345	0.1094496165163282
tst	NA	NA	VIRULENCE	9833	0.09486276590613092
bleO	BLEOMYCIN	BLEOMYCIN	AMR	9576	0.09238338719791617
dfrG	TRIMETHOPRIM	TRIMETHOPRIM	AMR	9110	0.08788770440403261
sej	NA	NA	VIRULENCE	8496	0.08196420819063238
ser	NA	NA	VIRULENCE	8495	0.08195456080266268
glpT_V213I	FOSFOMYCIN	FOSFOMYCIN	AMR	8170	0.07881915971250784
glpT_F3I	FOSFOMYCIN	FOSFOMYCIN	AMR	8141	0.07853938546138634
sep	NA	NA	VIRULENCE	8125	0.07838502725387102
sed	NA	NA	VIRULENCE	6990	0.06743524190825334
sey	NA	NA	VIRULENCE	6566	0.06334474940909748
seb	NA	NA	VIRULENCE	6346	0.061222324055761904
sec1	NA	NA	VIRULENCE	6032	0.058193044233273844
qacR	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	5849	0.056427572234817425
seh	NA	NA	VIRULENCE	5793	0.05588731850851382
qacA	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	5451	0.05258791182287396
folP_F17L	SULFONAMIDE	SULFONAMIDE	AMR	4954	0.04779316000192948
selZ	NA	NA	VIRULENCE	4802	0.04632675703053398
qacC	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	4641	0.044773527567411125
parC_E84G	QUINOLONE	QUINOLONE	AMR	4503	0.04344218802759153
merA	MERCURY	MERCURY	STRESS	4378	0.04223626453137813
merT	MERCURY	MERCURY	STRESS	4374	0.0421976749794993
merB	MERCURY	ORGANOMERCURY	STRESS	4366	0.04212049587574164
dfrS1	TRIMETHOPRIM	TRIMETHOPRIM	AMR	4349	0.04195649028025662
sec2	NA	NA	VIRULENCE	4322	0.041696010805074527
cadC	CADMIUM/LEAD/ZINC	CADMIUM/LEAD/ZINC	STRESS	3885	0.03748010226231248
ednB	NA	NA	VIRULENCE	3728	0.03596546235106845
fusC	FUSIDIC ACID	FUSIDIC ACID	AMR	3471	0.0334860836428537
folP_E258EKE	SULFONAMIDE	SULFONAMIDE	AMR	3375	0.03255993439776181
mupA	MUPIROCIN	MUPIROCIN	AMR	3354	0.03235733925039796
sec3	NA	NA	VIRULENCE	2438	0.02352033187014616
parC_E84K	QUINOLONE	QUINOLONE	AMR	2128	0.020529641599536925
ileS_V588F	MUPIROCIN	MUPIROCIN	AMR	1917	0.018494042737928706
erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	AMR	1895	0.018281800202595146
sel28	NA	NA	VIRULENCE	1875	0.018088852443201003
sel27	NA	NA	VIRULENCE	1865	0.01799237856350393
dfrB_F99Y	TRIMETHOPRIM	TRIMETHOPRIM	AMR	1844	0.01778978341614008
glpT_L27F	FOSFOMYCIN	FOSFOMYCIN	AMR	1833	0.017683662148473302
folP_E208K	SULFONAMIDE	SULFONAMIDE	AMR	1799	0.017355650957503257
mecC	BETA-LACTAM	METHICILLIN	AMR	1744	0.01682504461916936
parE_P585S	QUINOLONE	QUINOLONE	AMR	1730	0.016689981187593458
catA	PHENICOL	CHLORAMPHENICOL	AMR	1721	0.016603154695866096
str	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	1678	0.016188317013168686
rpoB_H481N	RIFAMYCIN	RIFAMPIN	AMR	1675	0.016159374849259563
lnu(A)	LINCOSAMIDE	LINCOSAMIDE	AMR	1471	0.014191307703439293
ses	NA	NA	VIRULENCE	1459	0.014075539047802807
set	NA	NA	VIRULENCE	1437	0.013863296512469248
dfrK	TRIMETHOPRIM	TRIMETHOPRIM	AMR	1410	0.013602817037287154
lsa(E)	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	AMR	1405	0.013554580097438618
lnu(B)	LINCOSAMIDE	LINCOSAMIDE	AMR	1401	0.01351599054555979
gyrA_S85P	QUINOLONE	QUINOLONE	AMR	1362	0.01313974241474121
eta	NA	NA	VIRULENCE	1357	0.013091505474892674
erm(T)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/LINCOSAMIDE/STREPTOGRAMIN/TYLOSIN	AMR	1354	0.01306256331098355
tet(L)	TETRACYCLINE	TETRACYCLINE	AMR	1313	0.012667020404225555
parE_D432N	QUINOLONE	QUINOLONE	AMR	1244	0.012001350634315759
gyrA_E88K	QUINOLONE	QUINOLONE	AMR	1011	0.00975350923737398
fexA	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	AMR	970	0.009357966330615987
pbp4_R200L	BETA-LACTAM	CEPHALOSPORIN	AMR	964	0.009300082002797742
vga(A)	LINCOSAMIDE	LINCOSAMIDE	AMR	910	0.008779123052433554
fusB	FUSIDIC ACID	FUSIDIC ACID	AMR	844	0.008142395446432879
sel30	NA	NA	VIRULENCE	795	0.007669673435917225
parE_P451S	QUINOLONE	QUINOLONE	AMR	712	0.006868940234431528
fusA_L461K	FUSIDIC_ACID	FUSIDIC_ACID	AMR	702	0.006772466354734456
parE_D432V	QUINOLONE	QUINOLONE	AMR	676	0.006521634267522068
dfrB_L21V	TRIMETHOPRIM	TRIMETHOPRIM	AMR	566	0.005460421590854276
dfrB_N60I	TRIMETHOPRIM	TRIMETHOPRIM	AMR	552	0.005325358159278376
dfrE	TRIMETHOPRIM	TRIMETHOPRIM	AMR	545	0.005257826443490425
vga(E)	LINCOSAMIDE	LINCOSAMIDE	AMR	502	0.004842988760793016
sel32	NA	NA	VIRULENCE	483	0.0046596883893685785
qacG	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	479	0.00462109883748975
sel31	NA	NA	VIRULENCE	478	0.004611451449520043
spw	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	459	0.0044281510780956055
qacB	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	436	0.00420626115479234
rpoB_L466S	RIFAMYCIN	RIFAMPIN	AMR	435	0.004196613766822632
23S_C2220T	OXAZOLIDINONE	LINEZOLID	AMR	433	0.0041773189908832185
folP_T51M	SULFONAMIDE	SULFONAMIDE	AMR	431	0.004158024214943804
rpsJ_Y58D	TETRACYCLINE	TIGECYCLINE	AMR	407	0.003926486903670831
rpoB_S529L	RIFAMYCIN	RIFAMPIN	AMR	405	0.003907192127731417
gyrA_G106D	QUINOLONE	QUINOLONE	AMR	388	0.0037431865322463944
pbp4_E218K	BETA-LACTAM	CEPHALOSPORIN	AMR	365	0.0035212966089431287
fusA_L461S	FUSIDIC_ACID	FUSIDIC_ACID	AMR	351	0.003386233177367228
gyrA_E88G	QUINOLONE	QUINOLONE	AMR	351	0.003386233177367228
gyrA_S84A	QUINOLONE	QUINOLONE	AMR	319	0.0030775167623365973
fosY	FOSFOMYCIN	FOSFOMYCIN	AMR	318	0.0030678693743668903
fusA_V90I	FUSIDIC_ACID	FUSIDIC_ACID	AMR	298	0.0028749216149727462
fusA_H457Y	FUSIDIC_ACID	FUSIDIC_ACID	AMR	295	0.0028459794510636246
qacJ	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	292	0.002817037287154503
selV	NA	NA	VIRULENCE	292	0.002817037287154503
rpoB_A477D	RIFAMYCIN	RIFAMPIN	AMR	274	0.002643384303699773
etb	NA	NA	VIRULENCE	273	0.0026337369157300662
spd	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	243	0.00234431527663885
folP_A184V	SULFONAMIDE	SULFONAMIDE	AMR	239	0.0023057257247600213
gyrA_S84V	QUINOLONE	QUINOLONE	AMR	237	0.0022864309488206066
gyrA_E88A	QUINOLONE	QUINOLONE	AMR	229	0.002209251845062949
dfrB_H150R	TRIMETHOPRIM	TRIMETHOPRIM	AMR	217	0.002093483189426463
mecA	BETA-LACTAM	CEFTAROLINE/METHICILLIN	AMR	202	0.0019487723698808548
rpoB_H481Y	RIFAMYCIN	RIFAMPIN	AMR	202	0.0019487723698808548
fosD	FOSFOMYCIN	FOSFOMYCIN	AMR	184	0.0017751193864261252
apmA	AMINOGLYCOSIDE	APRAMYCIN	AMR	181	0.0017461772225170035
rpoB_S464P	RIFAMYCIN	RIFAMPIN	AMR	173	0.001668998118759346
glpT_W355STOP	FOSFOMYCIN	FOSFOMYCIN	AMR	164	0.001582171627031981
dfrB_L41F	TRIMETHOPRIM	TRIMETHOPRIM	AMR	163	0.001572524239062274
tet	TETRACYCLINE	TETRACYCLINE	AMR	161	0.0015532294631228594
lnu(G)	LINCOSAMIDE	LINCOSAMIDE	AMR	139	0.001340986927789301
parC_E84V	QUINOLONE	QUINOLONE	AMR	139	0.001340986927789301
ileS_V631F	MUPIROCIN	MUPIROCIN	AMR	117	0.0011287443924557427
blaTEM-116	BETA-LACTAM	BETA-LACTAM	AMR	109	0.001051565288698085
mprF_P314L	LIPOPEPTIDE	DAPTOMYCIN	AMR	107	0.0010322705127586707
rpoB_D471G	RIFAMYCIN	RIFAMPIN	AMR	93	8.972070811827697e-4
mprF_L826F	LIPOPEPTIDE	DAPTOMYCIN	AMR	84	8.103805894554049e-4
rpoB_D471Y	RIFAMYCIN	RIFAMPIN	AMR	80	7.717910375765762e-4
rpoB_S486L	RIFAMYCIN	RIFAMPIN	AMR	80	7.717910375765762e-4
fusA_P404L	FUSIDIC_ACID	FUSIDIC_ACID	AMR	75	7.235540977280401e-4
gyrB_R143I	AMINOCOUMARIN	AMINOCOUMARIN	AMR	75	7.235540977280401e-4
fosB4	FOSFOMYCIN	FOSFOMYCIN	AMR	73	7.042593217886257e-4
gyrB_G84S	AMINOCOUMARIN	AMINOCOUMARIN	AMR	70	6.753171578795041e-4
blaTEM-1	BETA-LACTAM	BETA-LACTAM	AMR	67	6.463749939703825e-4
vga(A)-LC	LINCOSAMIDE	LINCOSAMIDE	AMR	62	5.981380541218466e-4
parE_D432H	QUINOLONE	QUINOLONE	AMR	60	5.788432781824321e-4
rpoB_I527M	RIFAMYCIN	RIFAMPIN	AMR	59	5.691958902127249e-4
sel33	NA	NA	VIRULENCE	58	5.595485022430177e-4
mprF_S295L	LIPOPEPTIDE	DAPTOMYCIN	AMR	55	5.306063383338961e-4
fusA_H457Q	FUSIDIC_ACID	FUSIDIC_ACID	AMR	53	5.113115623944816e-4
cfr	PHENICOL/LINCOSAMIDE/OXAZOLIDINONE/PLEUROMUTILIN/STREPTOGRAMIN	CHLORAMPHENICOL/CLINDAMYCIN/FLORFENICOL/LINEZOLID/STREPTOGRAMIN B/TIAMULIN/VIRGINIAMYCIN	AMR	52	5.016641744247745e-4
dfrB_H31N	TRIMETHOPRIM	TRIMETHOPRIM	AMR	52	5.016641744247745e-4
mprF_S337L	LIPOPEPTIDE	DAPTOMYCIN	AMR	52	5.016641744247745e-4
fexB	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	AMR	47	4.534272345762385e-4
dfrB_L25I	TRIMETHOPRIM	TRIMETHOPRIM	AMR	44	4.2448507066711685e-4
lnu(A)'	LINCOSAMIDE	LINCOSAMIDE	AMR	44	4.2448507066711685e-4
23S_G2604T	OXAZOLIDINONE	LINEZOLID	AMR	43	4.1483768269740966e-4
fusA_L461F	FUSIDIC_ACID	FUSIDIC_ACID	AMR	43	4.1483768269740966e-4
rpoB_R484H	RIFAMYCIN	RIFAMPIN	AMR	40	3.858955187882881e-4
fusA_E444K	FUSIDIC_ACID	FUSIDIC_ACID	AMR	39	3.762481308185809e-4
blaTEM	BETA-LACTAM	BETA-LACTAM	AMR	36	3.4730596690945925e-4
mprF_T345A	LIPOPEPTIDE	DAPTOMYCIN	AMR	36	3.4730596690945925e-4
rpoB_Q468L	RIFAMYCIN	RIFAMPIN	AMR	35	3.3765857893975205e-4
mprF_T345I	LIPOPEPTIDE	DAPTOMYCIN	AMR	34	3.2801119097004486e-4
fusA_P406L	FUSIDIC_ACID	FUSIDIC_ACID	AMR	33	3.1836380300033767e-4
rpoB_A477V	RIFAMYCIN	RIFAMPIN	AMR	33	3.1836380300033767e-4
see	NA	NA	VIRULENCE	33	3.1836380300033767e-4
fusA_M651I	FUSIDIC_ACID	FUSIDIC_ACID	AMR	32	3.0871641503063047e-4
mprF_L341S	LIPOPEPTIDE	DAPTOMYCIN	AMR	32	3.0871641503063047e-4
narA	IONOPHORE	MADURAMICIN/NARASIN/SALINOMYCIN	AMR	31	2.990690270609233e-4
narB	IONOPHORE	MADURAMICIN/NARASIN/SALINOMYCIN	AMR	31	2.990690270609233e-4
mprF_G61V	LIPOPEPTIDE	DAPTOMYCIN	AMR	29	2.7977425112150884e-4
rpoB_A477T	RIFAMYCIN	RIFAMPIN	AMR	29	2.7977425112150884e-4
rpoB_Q468K	RIFAMYCIN	RIFAMPIN	AMR	29	2.7977425112150884e-4
ant(9)-Ib	AMINOGLYCOSIDE	SPECTINOMYCIN	AMR	28	2.7012686315180164e-4
fusA_M453I	FUSIDIC_ACID	FUSIDIC_ACID	AMR	28	2.7012686315180164e-4
fusA_A376V	FUSIDIC_ACID	FUSIDIC_ACID	AMR	27	2.6047947518209445e-4
fosB6	FOSFOMYCIN	FOSFOMYCIN	AMR	26	2.5083208721238725e-4
parC_A116V	QUINOLONE	QUINOLONE	AMR	25	2.4118469924268003e-4
folP_S18L	SULFONAMIDE	SULFONAMIDE	AMR	24	2.3153731127297284e-4
glpT_A434V	FOSFOMYCIN	FOSFOMYCIN	AMR	23	2.2188992330326565e-4
fosB1	FOSFOMYCIN	FOSFOMYCIN	AMR	21	2.0259514736385123e-4
rpoB_D471E	RIFAMYCIN	RIFAMPIN	AMR	21	2.0259514736385123e-4
dfrF	TRIMETHOPRIM	TRIMETHOPRIM	AMR	20	1.9294775939414404e-4
parE_R444S	QUINOLONE	QUINOLONE	AMR	20	1.9294775939414404e-4
uhpT_G358V	FOSFOMYCIN	FOSFOMYCIN	AMR	20	1.9294775939414404e-4
vga(C)	LINCOSAMIDE	LINCOSAMIDE	AMR	20	1.9294775939414404e-4
fusA_P404Q	FUSIDIC_ACID	FUSIDIC_ACID	AMR	18	1.7365298345472962e-4
fusA_P478S	FUSIDIC_ACID	FUSIDIC_ACID	AMR	18	1.7365298345472962e-4
rpoB_A473T	RIFAMYCIN	RIFAMPIN	AMR	18	1.7365298345472962e-4
fusA_V90A	FUSIDIC_ACID	FUSIDIC_ACID	AMR	17	1.6400559548502243e-4
lsa(B)	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	AMR	17	1.6400559548502243e-4
parC_A116E	QUINOLONE	QUINOLONE	AMR	17	1.6400559548502243e-4
cls_A23V	LIPOPEPTIDE	DAPTOMYCIN	AMR	16	1.5435820751531524e-4
rpoB_H481D	RIFAMYCIN	RIFAMPIN	AMR	16	1.5435820751531524e-4
aph(3')-IIa	AMINOGLYCOSIDE	KANAMYCIN	AMR	15	1.4471081954560802e-4
fusA_G451V	FUSIDIC_ACID	FUSIDIC_ACID	AMR	15	1.4471081954560802e-4
rplC_G152D	OXAZOLIDINONE	LINEZOLID	AMR	15	1.4471081954560802e-4
vanX-A	GLYCOPEPTIDE	VANCOMYCIN	AMR	14	1.3506343157590082e-4
tet(S)	TETRACYCLINE	TETRACYCLINE	AMR	13	1.2541604360619363e-4
vanA	GLYCOPEPTIDE	VANCOMYCIN	AMR	13	1.2541604360619363e-4
vanH-A	GLYCOPEPTIDE	VANCOMYCIN	AMR	13	1.2541604360619363e-4
vanR-A	GLYCOPEPTIDE	VANCOMYCIN	AMR	13	1.2541604360619363e-4
vanS-A	GLYCOPEPTIDE	VANCOMYCIN	AMR	13	1.2541604360619363e-4
vanY-A	GLYCOPEPTIDE	VANCOMYCIN	AMR	13	1.2541604360619363e-4
vanZ-A	GLYCOPEPTIDE	VANCOMYCIN	AMR	13	1.2541604360619363e-4
erm(54)	LINCOSAMIDE/MACROLIDE	CLINDAMYCIN/ERYTHROMYCIN	AMR	11	1.0612126766677921e-4
tet(O)	TETRACYCLINE	TETRACYCLINE	AMR	10	9.647387969707202e-5
murA_Q362R	FOSFOMYCIN	FOSFOMYCIN	AMR	9	8.682649172736481e-5
aph(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	AMR	8	7.717910375765762e-5
mprF_V351E	LIPOPEPTIDE	DAPTOMYCIN	AMR	8	7.717910375765762e-5
rpoB_Q468R	RIFAMYCIN	RIFAMPIN	AMR	8	7.717910375765762e-5
gyrB_D436N	QUINOLONE	QUINOLONE	AMR	7	6.753171578795041e-5
qacH	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	7	6.753171578795041e-5
rpoB_I527F	RIFAMYCIN	RIFAMPIN	AMR	7	6.753171578795041e-5
fusA_H457L	FUSIDIC_ACID	FUSIDIC_ACID	AMR	6	5.788432781824321e-5
fusA_R659L	FUSIDIC_ACID	FUSIDIC_ACID	AMR	6	5.788432781824321e-5
glpT_G352D	FOSFOMYCIN	FOSFOMYCIN	AMR	6	5.788432781824321e-5
glpT_W137R	FOSFOMYCIN	FOSFOMYCIN	AMR	6	5.788432781824321e-5
gyrB_S127L	AMINOCOUMARIN	AMINOCOUMARIN	AMR	6	5.788432781824321e-5
mef(D)	MACROLIDE	ERYTHROMYCIN	AMR	6	5.788432781824321e-5
msrF	MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/PRISTINAMYCIN	AMR	6	5.788432781824321e-5
blaTEM-181	BETA-LACTAM	BETA-LACTAM	AMR	5	4.823693984853601e-5
fusA_L456F	FUSIDIC_ACID	FUSIDIC_ACID	AMR	5	4.823693984853601e-5
fusA_T656K	FUSIDIC_ACID	FUSIDIC_ACID	AMR	5	4.823693984853601e-5
mecC2	BETA-LACTAM	METHICILLIN	AMR	5	4.823693984853601e-5
mprF_T472K	LIPOPEPTIDE	DAPTOMYCIN	AMR	5	4.823693984853601e-5
parC_Y83N	QUINOLONE	QUINOLONE	AMR	5	4.823693984853601e-5
tet(63)	TETRACYCLINE	TETRACYCLINE	AMR	5	4.823693984853601e-5
walK_L10F	LIPOPEPTIDE	DAPTOMYCIN	AMR	5	4.823693984853601e-5
dfrD	TRIMETHOPRIM	TRIMETHOPRIM	AMR	4	3.858955187882881e-5
fosB5	FOSFOMYCIN	FOSFOMYCIN	AMR	4	3.858955187882881e-5
fusA_L430S	FUSIDIC_ACID	FUSIDIC_ACID	AMR	4	3.858955187882881e-5
gyrB_I101S	AMINOCOUMARIN	AMINOCOUMARIN	AMR	4	3.858955187882881e-5
gyrB_R143S	AMINOCOUMARIN	AMINOCOUMARIN	AMR	4	3.858955187882881e-5
parE_D443E	QUINOLONE	QUINOLONE	AMR	4	3.858955187882881e-5
pbp4_F241R	BETA-LACTAM	CEPHALOSPORIN	AMR	4	3.858955187882881e-5
tet(C)	TETRACYCLINE	TETRACYCLINE	AMR	4	3.858955187882881e-5
uhpT_W228STOP	FOSFOMYCIN	FOSFOMYCIN	AMR	4	3.858955187882881e-5
walK_R263C	LIPOPEPTIDE	DAPTOMYCIN	AMR	4	3.858955187882881e-5
aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	3	2.8942163909121605e-5
aph(2'')-IIIa	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	AMR	3	2.8942163909121605e-5
cls_L52F	LIPOPEPTIDE	DAPTOMYCIN	AMR	3	2.8942163909121605e-5
cls_T33N	LIPOPEPTIDE	DAPTOMYCIN	AMR	3	2.8942163909121605e-5
dfrB_F99I	TRIMETHOPRIM	TRIMETHOPRIM	AMR	3	2.8942163909121605e-5
fusA_A655P	FUSIDIC_ACID	FUSIDIC_ACID	AMR	3	2.8942163909121605e-5
fusA_G452V	FUSIDIC_ACID	FUSIDIC_ACID	AMR	3	2.8942163909121605e-5
mprF_T345K	LIPOPEPTIDE	DAPTOMYCIN	AMR	3	2.8942163909121605e-5
pbp2_S569A	BETA-LACTAM	CEPHALOSPORIN	AMR	3	2.8942163909121605e-5
pbp4_E183A	BETA-LACTAM	CEPHALOSPORIN	AMR	3	2.8942163909121605e-5
rpoB_N474K	RIFAMYCIN	RIFAMPIN	AMR	3	2.8942163909121605e-5
rpoB_R484C	RIFAMYCIN	RIFAMPIN	AMR	3	2.8942163909121605e-5
vat(B)	STREPTOGRAMIN	STREPTOGRAMIN	AMR	3	2.8942163909121605e-5
vga(B)	LINCOSAMIDE	LINCOSAMIDE	AMR	3	2.8942163909121605e-5
blaCTX-M	BETA-LACTAM	CEPHALOSPORIN	AMR	2	1.9294775939414404e-5
cfr(B)	PHENICOL/LINCOSAMIDE/OXAZOLIDINONE/PLEUROMUTILIN/STREPTOGRAMIN	CHLORAMPHENICOL/CLINDAMYCIN/LINEZOLID/RETAPAMULIN/STREPTOGRAMIN B/VIRGINIAMYCIN	AMR	2	1.9294775939414404e-5
fusA_E444V	FUSIDIC_ACID	FUSIDIC_ACID	AMR	2	1.9294775939414404e-5
fusA_G452S	FUSIDIC_ACID	FUSIDIC_ACID	AMR	2	1.9294775939414404e-5
fusA_T436I	FUSIDIC_ACID	FUSIDIC_ACID	AMR	2	1.9294775939414404e-5
gyrB_T172A	AMINOCOUMARIN	AMINOCOUMARIN	AMR	2	1.9294775939414404e-5
merR1	MERCURY	MERCURY	STRESS	2	1.9294775939414404e-5
mprF_I420N	LIPOPEPTIDE	DAPTOMYCIN	AMR	2	1.9294775939414404e-5
mprF_M347R	LIPOPEPTIDE	DAPTOMYCIN	AMR	2	1.9294775939414404e-5
pgsA_S177F	LIPOPEPTIDE	DAPTOMYCIN	AMR	2	1.9294775939414404e-5
qacZ	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	2	1.9294775939414404e-5
rpoB_Q465R	RIFAMYCIN	RIFAMPIN	AMR	2	1.9294775939414404e-5
rpoB_S463N	RIFAMYCIN	RIFAMPIN	AMR	2	1.9294775939414404e-5
vat(A)	STREPTOGRAMIN	STREPTOGRAMIN	AMR	2	1.9294775939414404e-5
vgb(A)	STREPTOGRAMIN	STREPTOGRAMIN	AMR	2	1.9294775939414404e-5
23S_T2528A	OXAZOLIDINONE	LINEZOLID	AMR	1	9.647387969707202e-6
23S_T2532C	OXAZOLIDINONE	LINEZOLID	AMR	1	9.647387969707202e-6
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	1	9.647387969707202e-6
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	1	9.647387969707202e-6
blaOXA-181	BETA-LACTAM	CARBAPENEM	AMR	1	9.647387969707202e-6
