node_id	parent_node_id	Gene symbol	Class	Subclass	Species	n.node	n.node_child	sum	freq	denominator
dfrA1	dfrA	dfrA1	TRIMETHOPRIM	TRIMETHOPRIM	Shewanella seohaensis	3	0	3	0.75	4
msr(E)	msr	msr(E)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	Shewanella seohaensis	3	0	3	0.75	4
aadA1	ant(3'')-Ia	aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Shewanella seohaensis	3	0	3	0.75	4
mph(A)	mph_gen	mph(A)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	Shewanella seohaensis	3	0	3	0.75	4
ble-MBL	sequest	ble	BLEOMYCIN	BLEOMYCIN	Shewanella seohaensis	3	0	3	0.75	4
sul1	sul	sul1	SULFONAMIDE	SULFONAMIDE	Shewanella seohaensis	3	0	3	0.75	4
mph(E)	mph_3	mph(E)	MACROLIDE	ERYTHROMYCIN	Shewanella seohaensis	3	0	3	0.75	4
blaOXA-10_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	Shewanella seohaensis	3	0	3	0.75	4
blaOXA-48_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	Shewanella decolorationis	3	0	3	1	3
blaOXA-55_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	Shewanella chilikensis	3	0	3	1	3
blaOXA-55_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	Shewanella indica	2	1	3	1	3
blaNDM-1	blaNDM	blaNDM-1	BETA-LACTAM	CARBAPENEM	Shewanella seohaensis	3	0	3	0.75	4
qnrA2	qnrA	qnrA2	QUINOLONE	QUINOLONE	Shewanella indica	3	0	3	1	3
qnrVC1	qnrVC	qnrVC1	QUINOLONE	QUINOLONE	Shewanella seohaensis	3	0	3	0.75	4
arr	NA	NA	NA	NA	Shewanella seohaensis	0	3	3	0.75	4
blaNDM	NA	NA	NA	NA	Shewanella seohaensis	0	3	3	0.75	4
blaOXA	NA	NA	NA	NA	Shewanella chilikensis	0	3	3	1	3
blaOXA	NA	NA	NA	NA	Shewanella decolorationis	0	3	3	1	3
blaOXA	NA	NA	NA	NA	Shewanella xiamenensis	0	3	3	0.17647058823529413	17
mph_3	NA	NA	NA	NA	Shewanella seohaensis	0	3	3	0.75	4
mph_gen	NA	NA	NA	NA	Shewanella seohaensis	0	3	3	0.75	4
msr	NA	NA	NA	NA	Shewanella seohaensis	0	3	3	0.75	4
pmrC_gen	NA	NA	NA	NA	Shewanella oncorhynchi	0	3	3	0.075	40
qnrA	NA	NA	NA	NA	Shewanella chilikensis	0	3	3	1	3
qnrA	NA	NA	NA	NA	Shewanella indica	0	3	3	1	3
qnrVC	NA	NA	NA	NA	Shewanella seohaensis	0	3	3	0.75	4
sequest	NA	NA	NA	NA	Shewanella seohaensis	0	3	3	0.75	4
sul	NA	NA	NA	NA	Shewanella seohaensis	0	3	3	0.75	4
tet_A_B_C_D	NA	NA	NA	NA	Shewanella seohaensis	0	3	3	0.75	4
aadA10	ant(3'')-Ia	aadA10	AMINOGLYCOSIDE	STREPTOMYCIN	Shewanella seohaensis	2	0	2	0.5	4
aadA2	ant(3'')-Ia	aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Shewanella xiamenensis	2	0	2	0.11764705882352941	17
aadA22	ant(3'')-Ia	aadA22	AMINOGLYCOSIDE	STREPTOMYCIN	Shewanella xiamenensis	2	0	2	0.11764705882352941	17
dfrA14	dfrA	dfrA14	TRIMETHOPRIM	TRIMETHOPRIM	Shewanella seohaensis	2	0	2	0.5	4
dfrA15	dfrA	dfrA15	TRIMETHOPRIM	TRIMETHOPRIM	Shewanella seohaensis	2	0	2	0.5	4
aac(6')-Il	aac(6')-I	aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Shewanella seohaensis	2	0	2	0.5	4
aadA1	ant(3'')-Ia	aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Shewanella sp000203935	2	0	2	0.4	5
tet(C)	tet_A_B_C_D	tet(C)	TETRACYCLINE	TETRACYCLINE	Shewanella seohaensis	2	0	2	0.5	4
mph(A)	mph_gen	mph(A)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	Shewanella sp000203935	2	0	2	0.4	5
ble-MBL	sequest	ble	BLEOMYCIN	BLEOMYCIN	Shewanella sp000203935	2	0	2	0.4	5
sul1	sul	sul1	SULFONAMIDE	SULFONAMIDE	Shewanella sp000203935	2	0	2	0.4	5
arr	AMR	arr	RIFAMYCIN	RIFAMYCIN	Shewanella xiamenensis	1	1	2	0.11764705882352941	17
blaOXA-10_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	Shewanella sp000203935	2	0	2	0.4	5
arr-2	arr	arr-2	RIFAMYCIN	RIFAMYCIN	Shewanella seohaensis	2	0	2	0.5	4
blaNDM-1	blaNDM	blaNDM-1	BETA-LACTAM	CARBAPENEM	Shewanella sp000203935	2	0	2	0.4	5
blaOXA-547	blaOXA-48_fam	blaOXA-547	BETA-LACTAM	CARBAPENEM	Shewanella xiamenensis	2	0	2	0.11764705882352941	17
blaOXA-1039	blaOXA-48_fam	blaOXA-1039	BETA-LACTAM	CEPHALOSPORIN	Shewanella xiamenensis	2	0	2	0.11764705882352941	17
qnrA1	qnrA	qnrA1	QUINOLONE	QUINOLONE	Shewanella chilikensis	2	0	2	0.6666666666666666	3
qnrA1	qnrA	qnrA1	QUINOLONE	QUINOLONE	Shewanella seohaensis	2	0	2	0.5	4
qnrA1	qnrA	qnrA1	QUINOLONE	QUINOLONE	Shewanella sp000203935	2	0	2	0.4	5
qnrA4	qnrA	qnrA4	QUINOLONE	QUINOLONE	Shewanella algae	2	0	2	0.043478260869565216	46
aac(6')-I	NA	NA	NA	NA	Shewanella seohaensis	0	2	2	0.5	4
arr	NA	NA	NA	NA	Shewanella sp000203935	0	2	2	0.4	5
blaNDM	NA	NA	NA	NA	Shewanella sp000203935	0	2	2	0.4	5
blaOXA	NA	NA	NA	NA	Shewanella indica	0	2	2	0.6666666666666666	3
blaPER	NA	NA	NA	NA	Shewanella xiamenensis	0	2	2	0.11764705882352941	17
mph_gen	NA	NA	NA	NA	Shewanella sp000203935	0	2	2	0.4	5
qnrA	NA	NA	NA	NA	Shewanella seohaensis	0	2	2	0.5	4
qnrA	NA	NA	NA	NA	Shewanella sp000203935	0	2	2	0.4	5
sequest	NA	NA	NA	NA	Shewanella sp000203935	0	2	2	0.4	5
sul	NA	NA	NA	NA	Shewanella sp000203935	0	2	2	0.4	5
sul	NA	NA	NA	NA	Shewanella sp019654915	0	2	2	2	1
tet_A_B_C_D	NA	NA	NA	NA	Shewanella sp019654915	0	2	2	2	1
aac(6')-IIa	aac(6')-II	aac(6')-IIa	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Shewanella seohaensis	1	0	1	0.25	4
aadA10	ant(3'')-Ia	aadA10	AMINOGLYCOSIDE	STREPTOMYCIN	Shewanella sp000203935	1	0	1	0.2	5
aadA13	ant(3'')-Ia	aadA13	AMINOGLYCOSIDE	STREPTOMYCIN	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
aadA16	ant(3'')-Ia	aadA16	AMINOGLYCOSIDE	STREPTOMYCIN	Shewanella seohaensis	1	0	1	0.25	4
aadA2	ant(3'')-Ia	aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Shewanella seohaensis	1	0	1	0.25	4
aadA2	ant(3'')-Ia	aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Shewanella sp000203935	1	0	1	0.2	5
aadA2	ant(3'')-Ia	aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Shewanella sp002836315	1	0	1	0.3333333333333333	3
aadA2	ant(3'')-Ia	aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Shewanella sp019654915	1	0	1	1	1
aph(3')-Ia	aph(3')-I	aph(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	Shewanella loihica	1	0	1	1	1
aph(3')-Ia	aph(3')-I	aph(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	Shewanella sp000203935	1	0	1	0.2	5
aph(3')-Ia	aph(3')-I	aph(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
aph(3')-VIb	aph(3')-VI	aph(3')-VIb	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
aph(6)-Id	aph(6)-I	aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
arr-3	arr	arr-3	RIFAMYCIN	RIFAMYCIN	Shewanella seohaensis	1	0	1	0.25	4
arr-3	arr	arr-3	RIFAMYCIN	RIFAMYCIN	Shewanella sp000203935	1	0	1	0.2	5
catA2	catA	catA2	PHENICOL	CHLORAMPHENICOL	Shewanella baltica	1	0	1	0.06666666666666667	15
catA2	catA	catA2	PHENICOL	CHLORAMPHENICOL	Shewanella sp002836315	1	0	1	0.3333333333333333	3
catB3	catB	catB3	PHENICOL	CHLORAMPHENICOL	Shewanella sp000203935	1	0	1	0.2	5
catB9	catB	catB9	PHENICOL	CHLORAMPHENICOL	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
cmlA5	cmlA	cmlA5	PHENICOL	CHLORAMPHENICOL	Shewanella sp000203935	1	0	1	0.2	5
cmlA5	cmlA	cmlA5	PHENICOL	CHLORAMPHENICOL	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
dfrA1	dfrA	dfrA1	TRIMETHOPRIM	TRIMETHOPRIM	Shewanella chilikensis	1	0	1	0.3333333333333333	3
dfrA14	dfrA	dfrA14	TRIMETHOPRIM	TRIMETHOPRIM	Shewanella sp000203935	1	0	1	0.2	5
dfrA14	dfrA	dfrA14	TRIMETHOPRIM	TRIMETHOPRIM	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
dfrA27	dfrA	dfrA27	TRIMETHOPRIM	TRIMETHOPRIM	Shewanella seohaensis	1	0	1	0.25	4
mph(G)	mph_3	mph(G)	MACROLIDE	ERYTHROMYCIN	Shewanella sp019654915	1	0	1	1	1
msr(E)	msr	msr(E)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	Shewanella sp000203935	1	0	1	0.2	5
msr(E)	msr	msr(E)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	Shewanella sp002836315	1	0	1	0.3333333333333333	3
msr(E)	msr	msr(E)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
tet(59)	tet_A_B_C_D	tet(59)	TETRACYCLINE	TETRACYCLINE	Shewanella algae	1	0	1	0.021739130434782608	46
floR	cmlA_floR	floR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
ant(2'')-Ia	ant(2'')	ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
ere(A)	ere	ere(A)	MACROLIDE	ERYTHROMYCIN	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
aac(6')-Il	aac(6')-I	aac(6')-Il	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Shewanella sp000203935	1	0	1	0.2	5
aadA1	ant(3'')-Ia	aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
tet(C)	tet_A_B_C_D	tet(C)	TETRACYCLINE	TETRACYCLINE	Shewanella sp000203935	1	0	1	0.2	5
tet(C)	tet_A_B_C_D	tet(C)	TETRACYCLINE	TETRACYCLINE	Shewanella sp019654915	1	0	1	1	1
sat2_fam	sat	sat2	STREPTOTHRICIN	STREPTOTHRICIN	Shewanella oncorhynchi	1	0	1	0.025	40
catB	cat	catB	PHENICOL	CHLORAMPHENICOL	Shewanella seohaensis	1	0	1	0.25	4
ble-MBL	sequest	ble	BLEOMYCIN	BLEOMYCIN	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
aph(3'')-Ib	aph(3'')	aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
sul1	sul	sul1	SULFONAMIDE	SULFONAMIDE	Shewanella baltica	1	0	1	0.06666666666666667	15
sul1	sul	sul1	SULFONAMIDE	SULFONAMIDE	Shewanella sp002836315	1	0	1	0.3333333333333333	3
sul1	sul	sul1	SULFONAMIDE	SULFONAMIDE	Shewanella sp019654915	1	0	1	1	1
tet(E)	tet_A_B_C_D	tet(E)	TETRACYCLINE	TETRACYCLINE	Shewanella baltica	1	0	1	0.06666666666666667	15
tet(E)	tet_A_B_C_D	tet(E)	TETRACYCLINE	TETRACYCLINE	Shewanella seohaensis	1	0	1	0.25	4
mph(E)	mph_3	mph(E)	MACROLIDE	ERYTHROMYCIN	Shewanella sp000203935	1	0	1	0.2	5
mph(E)	mph_3	mph(E)	MACROLIDE	ERYTHROMYCIN	Shewanella sp002836315	1	0	1	0.3333333333333333	3
mph(E)	mph_3	mph(E)	MACROLIDE	ERYTHROMYCIN	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
qnrA	qnr	qnrA	QUINOLONE	QUINOLONE	Shewanella carassii	1	0	1	1	1
mph(F)	mph_gen	mph(F)	MACROLIDE	ERYTHROMYCIN	Shewanella sp019654915	1	0	1	1	1
blaOXA-10_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
cmx	cmx_cmrA	cmx	PHENICOL	CHLORAMPHENICOL	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
sul2	sul	sul2	SULFONAMIDE	SULFONAMIDE	Shewanella algae	1	0	1	0.021739130434782608	46
sul2	sul	sul2	SULFONAMIDE	SULFONAMIDE	Shewanella sp019654915	1	0	1	1	1
sul2	sul	sul2	SULFONAMIDE	SULFONAMIDE	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
tet(B)	tet_A_B_C_D	tet(B)	TETRACYCLINE	TETRACYCLINE	Shewanella colwelliana	1	0	1	0.25	4
tet(B)	tet_A_B_C_D	tet(B)	TETRACYCLINE	TETRACYCLINE	Shewanella sp019654915	1	0	1	1	1
tet(A)	tet_A_B_C_D	tet(A)	TETRACYCLINE	TETRACYCLINE	Shewanella decolorationis	1	0	1	0.3333333333333333	3
tet(A)	tet_A_B_C_D	tet(A)	TETRACYCLINE	TETRACYCLINE	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
mef(C)	mef_gen	mef(C)	MACROLIDE	ERYTHROMYCIN	Shewanella sp019654915	1	0	1	1	1
dfrA23	dfr_gen	dfrA23	TRIMETHOPRIM	TRIMETHOPRIM	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
blaOXA-55_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	Shewanella carassii	1	0	1	1	1
blaOXA-548_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	Shewanella hafniensis	1	0	1	1	1
aac(6')-Ib3	aac(6')-Ib-AKT	aac(6')-Ib3	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
aac(6')-Ib4	aac(6')-Ib-G	aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Shewanella seohaensis	1	0	1	0.25	4
aac(6')-Ib4	aac(6')-Ib-G	aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Shewanella sp000203935	1	0	1	0.2	5
aac(6')-Ib-cr5	aac(6')-Ib-cr	aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Shewanella sp000203935	1	0	1	0.2	5
arr-2	arr	arr-2	RIFAMYCIN	RIFAMYCIN	Shewanella sp000203935	1	0	1	0.2	5
arr-2	arr	arr-2	RIFAMYCIN	RIFAMYCIN	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
blaGMA-1	blaGMA	blaGMA-1	BETA-LACTAM	BETA-LACTAM	Shewanella sp019654915	1	0	1	1	1
blaNDM-1	blaNDM	blaNDM-1	BETA-LACTAM	CARBAPENEM	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
blaOXA-1	blaOXA-1_fam	blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Shewanella sp000203935	1	0	1	0.2	5
blaOXA-2	blaOXA-2_fam	blaOXA-2	BETA-LACTAM	BETA-LACTAM	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
blaOXA-731	blaOXA-48_fam	blaOXA-731	BETA-LACTAM	BETA-LACTAM	Shewanella seohaensis	1	0	1	0.25	4
blaOXA-199	blaOXA-48_fam	blaOXA-199	BETA-LACTAM	CARBAPENEM	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
blaOXA-181	blaOXA-48_fam	blaOXA-181	BETA-LACTAM	CARBAPENEM	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
blaOXA-962	blaOXA-55_fam	blaOXA-962	BETA-LACTAM	BETA-LACTAM	Shewanella indica	1	0	1	0.3333333333333333	3
blaPER-1	blaPER	blaPER-1	BETA-LACTAM	CEPHALOSPORIN	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
blaPER-7	blaPER	blaPER-7	BETA-LACTAM	CEPHALOSPORIN	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
blaCARB-2	blaPSE	blaCARB-2	BETA-LACTAM	BETA-LACTAM	Shewanella xiamenensis	1	0	1	0.058823529411764705	17
blaVIM-2	blaVIM	blaVIM-2	BETA-LACTAM	CARBAPENEM	Shewanella sp000203935	1	0	1	0.2	5
mcr-4.3	mcr-4	mcr-4.3	COLISTIN	COLISTIN	Shewanella oncorhynchi	1	0	1	0.025	40
mcr-4.3	mcr-4	mcr-4.3	COLISTIN	COLISTIN	Shewanella vesiculosa	1	0	1	0.2	5
qnrA2	qnrA	qnrA2	QUINOLONE	QUINOLONE	Shewanella algae	1	0	1	0.021739130434782608	46
qnrA2	qnrA	qnrA2	QUINOLONE	QUINOLONE	Shewanella chilikensis	1	0	1	0.3333333333333333	3
qnrA7	qnrA	qnrA7	QUINOLONE	QUINOLONE	Shewanella algae	1	0	1	0.021739130434782608	46
qnrVC6	qnrVC	qnrVC6	QUINOLONE	QUINOLONE	Shewanella baltica	1	0	1	0.06666666666666667	15
tmexC3	tmexC	tmexC3	TETRACYCLINE	TIGECYCLINE	Shewanella decolorationis	1	0	1	0.3333333333333333	3
tmexD3	tmexD	tmexD3	TETRACYCLINE	TIGECYCLINE	Shewanella decolorationis	1	0	1	0.3333333333333333	3
toprJ1	toprJ	toprJ1	TETRACYCLINE	TIGECYCLINE	Shewanella decolorationis	1	0	1	0.3333333333333333	3
AMR	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
aac(6')-I	NA	NA	NA	NA	Shewanella sp000203935	0	1	1	0.2	5
aac(6')-II	NA	NA	NA	NA	Shewanella seohaensis	0	1	1	0.25	4
aac(6')-Ib-AKT	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
aac(6')-Ib-G	NA	NA	NA	NA	Shewanella seohaensis	0	1	1	0.25	4
aac(6')-Ib-G	NA	NA	NA	NA	Shewanella sp000203935	0	1	1	0.2	5
aac(6')-Ib-cr	NA	NA	NA	NA	Shewanella sp000203935	0	1	1	0.2	5
ant(2'')	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
ant(3'')-Ia	NA	NA	NA	NA	Shewanella sp002836315	0	1	1	0.3333333333333333	3
ant(3'')-Ia	NA	NA	NA	NA	Shewanella sp019654915	0	1	1	1	1
aph(3'')	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
aph(3')-I	NA	NA	NA	NA	Shewanella loihica	0	1	1	1	1
aph(3')-I	NA	NA	NA	NA	Shewanella sp000203935	0	1	1	0.2	5
aph(3')-I	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
aph(3')-VI	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
aph(6)-I	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
blaGMA	NA	NA	NA	NA	Shewanella sp019654915	0	1	1	1	1
blaNDM	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
blaOXA	NA	NA	NA	NA	Shewanella carassii	0	1	1	1	1
blaOXA	NA	NA	NA	NA	Shewanella hafniensis	0	1	1	1	1
blaOXA-1_fam	NA	NA	NA	NA	Shewanella sp000203935	0	1	1	0.2	5
blaOXA-2_fam	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
blaPSE	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
blaVIM	NA	NA	NA	NA	Shewanella sp000203935	0	1	1	0.2	5
cat	NA	NA	NA	NA	Shewanella seohaensis	0	1	1	0.25	4
catA	NA	NA	NA	NA	Shewanella baltica	0	1	1	0.06666666666666667	15
catA	NA	NA	NA	NA	Shewanella sp002836315	0	1	1	0.3333333333333333	3
catB	NA	NA	NA	NA	Shewanella sp000203935	0	1	1	0.2	5
catB	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
cmlA	NA	NA	NA	NA	Shewanella sp000203935	0	1	1	0.2	5
cmlA	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
cmlA_floR	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
cmx_cmrA	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
dfrA	NA	NA	NA	NA	Shewanella chilikensis	0	1	1	0.3333333333333333	3
dfrA	NA	NA	NA	NA	Shewanella sp000203935	0	1	1	0.2	5
dfrA	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
dfr_gen	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
ere	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
mcr-4	NA	NA	NA	NA	Shewanella vesiculosa	0	1	1	0.2	5
mef_gen	NA	NA	NA	NA	Shewanella sp019654915	0	1	1	1	1
mph_3	NA	NA	NA	NA	Shewanella sp000203935	0	1	1	0.2	5
mph_3	NA	NA	NA	NA	Shewanella sp002836315	0	1	1	0.3333333333333333	3
mph_3	NA	NA	NA	NA	Shewanella sp019654915	0	1	1	1	1
mph_3	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
mph_gen	NA	NA	NA	NA	Shewanella sp019654915	0	1	1	1	1
msr	NA	NA	NA	NA	Shewanella sp000203935	0	1	1	0.2	5
msr	NA	NA	NA	NA	Shewanella sp002836315	0	1	1	0.3333333333333333	3
msr	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
qnr	NA	NA	NA	NA	Shewanella carassii	0	1	1	1	1
qnrVC	NA	NA	NA	NA	Shewanella baltica	0	1	1	0.06666666666666667	15
sat	NA	NA	NA	NA	Shewanella oncorhynchi	0	1	1	0.025	40
sequest	NA	NA	NA	NA	Shewanella xiamenensis	0	1	1	0.058823529411764705	17
sul	NA	NA	NA	NA	Shewanella algae	0	1	1	0.021739130434782608	46
sul	NA	NA	NA	NA	Shewanella baltica	0	1	1	0.06666666666666667	15
sul	NA	NA	NA	NA	Shewanella sp002836315	0	1	1	0.3333333333333333	3
