node_id	parent_node_id	Gene symbol	Class	Subclass	Species	n.node	n.node_child	sum	freq	denominator
rpsL	NA	rpsL_K43R	AMINOGLYCOSIDE	STREPTOMYCIN	Campylobacter_D coli	487	0	487	0.01664957264957265	29250
tet(O/M/O)	tet(M-W-O-S)	tet(O/M/O)	TETRACYCLINE	TETRACYCLINE	Campylobacter_D jejuni	483	0	483	0.005961196682464455	81024
aph(2'')-If_h	NA	NA	NA	NA	Campylobacter_D jejuni	0	448	448	0.005529225908372828	81024
blaOXA-578	blaOXA-61_fam	blaOXA-578	BETA-LACTAM	BETA-LACTAM	Campylobacter_D coli	431	0	431	0.014735042735042735	29250
blaOXA-577	blaOXA-61_fam	blaOXA-577	BETA-LACTAM	BETA-LACTAM	Campylobacter_D coli	424	0	424	0.014495726495726495	29250
aadE	ant(6)	aadE	AMINOGLYCOSIDE	STREPTOMYCIN	Campylobacter_D coli	379	0	379	0.012957264957264958	29250
aph(2'')	NA	NA	NA	NA	Campylobacter_D coli	0	378	378	0.012923076923076923	29250
aph(2'')-If_h	NA	NA	NA	NA	Campylobacter_D coli	0	371	371	0.012683760683760684	29250
blaOXA-580	blaOXA-61_fam	blaOXA-580	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	369	0	369	0.004554206161137441	81024
blaOXA-611	blaOXA-61_fam	blaOXA-611	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	355	0	355	0.00438141785150079	81024
aph(2'')-If	aph(2'')-If_h	aph(2'')-If	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Campylobacter_D coli	332	0	332	0.01135042735042735	29250
blaOXA-466	blaOXA-184_fam	blaOXA-466	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	316	0	316	0.003900078988941548	81024
blaOXA-453	blaOXA-61_fam	blaOXA-453	BETA-LACTAM	BETA-LACTAM	Campylobacter_D coli	312	0	312	0.010666666666666666	29250
tet(O/M/O)	tet(M-W-O-S)	tet(O/M/O)	TETRACYCLINE	TETRACYCLINE	Campylobacter_D coli	294	0	294	0.010051282051282051	29250
aph(2'')-Ig	aph(2'')	aph(2'')-Ig	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Campylobacter_D coli	290	0	290	0.009914529914529915	29250
blaOXA-493_fam	blaOXA_Campy	blaOXA	BETA-LACTAM	BETA-LACTAM	Campylobacter_D lari	20	259	279	0.6549295774647887	426
blaOXA-493	blaOXA-493_fam	blaOXA-493	BETA-LACTAM	BETA-LACTAM	Campylobacter_D lari	251	0	251	0.5892018779342723	426
aph(2'')-Ih	aph(2'')-If_h	aph(2'')-Ih	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Campylobacter_D jejuni	235	0	235	0.0029003751974723537	81024
aph(2'')-If	aph(2'')-If_h	aph(2'')-If	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Campylobacter_D jejuni	213	0	213	0.0026288507109004738	81024
catA	NA	NA	NA	NA	Campylobacter_D jejuni	0	207	207	0.002554798578199052	81024
blaOXA-594	blaOXA-61_fam	blaOXA-594	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	204	0	204	0.002517772511848341	81024
gyrA	NA	gyrA_P104S	QUINOLONE	QUINOLONE	Campylobacter_D jejuni	189	0	189	0.0023326421800947865	81024
gyrA	NA	gyrA_D90N	QUINOLONE	QUINOLONE	Campylobacter_D jejuni	186	0	186	0.0022956161137440757	81024
catA13	catA	catA13	PHENICOL	CHLORAMPHENICOL	Campylobacter_D jejuni	183	0	183	0.002258590047393365	81024
blaOXA-448	blaOXA-184_fam	blaOXA-448	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	164	0	164	0.0020240916271721957	81024
blaOXA-595	blaOXA-61_fam	blaOXA-595	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	160	0	160	0.0019747235387045812	81024
rpsL	NA	rpsL_K43R	AMINOGLYCOSIDE	STREPTOMYCIN	Campylobacter_D jejuni	122	0	122	0.0015057266982622434	81024
NA	NA	23S_A2074T	MACROLIDE	MACROLIDE	Campylobacter_D jejuni	121	0	121	0.0014933846761453397	81024
blaOXA-592	blaOXA-61_fam	blaOXA-592	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	118	0	118	0.0014563586097946287	81024
blaOXA-465	blaOXA-184_fam	blaOXA-465	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	117	0	117	0.001444016587677725	81024
blaOXA-451	blaOXA-61_fam	blaOXA-451	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	111	0	111	0.0013699644549763034	81024
blaOXA-452	blaOXA-61_fam	blaOXA-452	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	110	0	110	0.0013576224328593998	81024
tet(O/W/32/O)	tet(M-W-O-S)	tet(O/W/32/O)	TETRACYCLINE	TETRACYCLINE	Campylobacter_D jejuni	109	0	109	0.0013452804107424961	81024
lnu_CDP	NA	NA	NA	NA	Campylobacter_D jejuni	0	106	106	0.001308254344391785	81024
lnu(C)	lnu_CDP	lnu(C)	LINCOSAMIDE	LINCOSAMIDE	Campylobacter_D jejuni	104	0	104	0.0012835703001579778	81024
blaOXA-597	blaOXA-61_fam	blaOXA-597	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	104	0	104	0.0012835703001579778	81024
aac(6')-Ie_fam	NA	NA	NA	NA	Campylobacter_D coli	0	103	103	0.0035213675213675213	29250
aac(6')-Ie	aac(6')-Ie_fam	aac(6')-Ie/aph(2'')-Ia	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Campylobacter_D coli	101	0	101	0.003452991452991453	29250
blaOXA-631	blaOXA-184_fam	blaOXA-631	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	95	0	95	0.0011724921011058453	81024
gyrA	NA	gyrA_P104S	QUINOLONE	QUINOLONE	Campylobacter_D jejuni_A	95	0	95	1	95
blaOXA-489	blaOXA-61_fam	blaOXA-489	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	93	0	93	0.0011478080568720378	81024
gyrA	NA	gyrA_T86A	QUINOLONE	QUINOLONE	Campylobacter_D jejuni	92	0	92	0.0011354660347551342	81024
blaOXA-61_fam	blaOXA_Campy	blaOXA	BETA-LACTAM	BETA-LACTAM	Campylobacter_D coli_A	87	0	87	0.2492836676217765	349
blaOXA_Campy	NA	NA	NA	NA	Campylobacter_D coli_A	0	87	87	0.2492836676217765	349
aph(2'')-IIIa	aph(2'')	aph(2'')-IIIa	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Campylobacter_D coli	86	0	86	0.00294017094017094	29250
satA_Bant	sat	satA	STREPTOTHRICIN	STREPTOTHRICIN	Campylobacter_D coli	85	0	85	0.002905982905982906	29250
blaOXA-638	blaOXA-184_fam	blaOXA-638	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	83	0	83	0.0010243878357030017	81024
blaOXA-585	blaOXA-61_fam	blaOXA-585	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	81	0	81	9.997037914691942e-4	81024
blaOXA-625	blaOXA-184_fam	blaOXA-625	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	80	0	80	9.873617693522906e-4	81024
catA	NA	NA	NA	NA	Campylobacter_D coli	0	80	80	0.002735042735042735	29250
rpsL	NA	rpsL_K88R	AMINOGLYCOSIDE	STREPTOMYCIN	Campylobacter_D coli	79	0	79	0.002700854700854701	29250
catA13	catA	catA13	PHENICOL	CHLORAMPHENICOL	Campylobacter_D coli	75	0	75	0.002564102564102564	29250
blaOXA-576_fam	blaOXA_Campy	blaOXA	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	12	63	75	9.256516587677725e-4	81024
blaOXA-614	blaOXA-184_fam	blaOXA-614	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	75	0	75	9.256516587677725e-4	81024
blaOXA-785	blaOXA-184_fam	blaOXA-785	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	66	0	66	8.145734597156398e-4	81024
tet(O/W/32/O)	tet(M-W-O-S)	tet(O/W/32/O)	TETRACYCLINE	TETRACYCLINE	Campylobacter_D coli	65	0	65	0.0022222222222222222	29250
ant(6)-Ig	ant(6)	aadE-Cc	AMINOGLYCOSIDE	STREPTOMYCIN	Campylobacter_D coli_B	64	0	64	0.43243243243243246	148
ant(6)	NA	NA	NA	NA	Campylobacter_D coli_B	0	64	64	0.43243243243243246	148
blaOXA-576	blaOXA-576_fam	blaOXA-576	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	63	0	63	7.775473933649289e-4	81024
tet(L)	tet_L_K_45	tet(L)	TETRACYCLINE	TETRACYCLINE	Campylobacter_D coli	60	0	60	0.0020512820512820513	29250
tet_L_K_45	NA	NA	NA	NA	Campylobacter_D coli	0	60	60	0.0020512820512820513	29250
fexA	MFS_efflux_CHL	fexA	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Campylobacter_D coli	59	0	59	0.0020170940170940173	29250
MFS_efflux_CHL	NA	NA	NA	NA	Campylobacter_D coli	0	59	59	0.0020170940170940173	29250
blaOXA-609	blaOXA-61_fam	blaOXA-609	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	58	0	58	7.158372827804107e-4	81024
erm-23S_rRNA	NA	NA	NA	NA	Campylobacter_D coli	0	54	54	0.0018461538461538461	29250
blaOXA-784	blaOXA-61_fam	blaOXA-784	BETA-LACTAM	BETA-LACTAM	Campylobacter_D coli	52	0	52	0.0017777777777777779	29250
rpsL	NA	rpsL_K88R	AMINOGLYCOSIDE	STREPTOMYCIN	Campylobacter_D jejuni	52	0	52	6.417851500789889e-4	81024
tet(L)	tet_L_K_45	tet(L)	TETRACYCLINE	TETRACYCLINE	Campylobacter_D jejuni	50	0	50	6.171011058451817e-4	81024
tet_L_K_45	NA	NA	NA	NA	Campylobacter_D jejuni	0	50	50	6.171011058451817e-4	81024
blaOXA-658	blaOXA-184_fam	blaOXA-658	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	49	0	49	6.047590837282781e-4	81024
spw	ant(9)	spw	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Campylobacter_D coli	48	0	48	0.001641025641025641	29250
erm(B)	erm-23S_rRNA	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	Campylobacter_D coli	46	0	46	0.0015726495726495727	29250
blaOXA-629	blaOXA-184_fam	blaOXA-629	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	46	0	46	5.677330173775671e-4	81024
tet(O)	tet(M-W-O-S)	tet	TETRACYCLINE	TETRACYCLINE	Campylobacter_D jejuni	45	0	45	5.553909952606635e-4	81024
tet(O)	tet(M-W-O-S)	tet(O)	TETRACYCLINE	TETRACYCLINE	Campylobacter sp002139915	45	0	45	0.8035714285714286	56
aac(6')_E	NA	NA	NA	NA	Campylobacter_D coli	0	45	45	0.0015384615384615385	29250
tet(M-W-O-S)	NA	NA	NA	NA	Campylobacter sp002139915	0	45	45	0.8035714285714286	56
blaOXA-630	blaOXA-184_fam	blaOXA-630	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	43	0	43	5.307069510268563e-4	81024
aac(6')_E64	aac(6')_E	aac(6')-E64	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Campylobacter_D coli	41	0	41	0.0014017094017094018	29250
aph(3')-H510	aph(3')	aph(3')-H510	AMINOGLYCOSIDE	KANAMYCIN	Campylobacter_D coli	41	0	41	0.0014017094017094018	29250
cfr(C)	cfr_gen	cfr(C)	PHENICOL/LINCOSAMIDE/OXAZOLIDINONE/PLEUROMUTILIN/STREPTOGRAMIN	CHLORAMPHENICOL/CLINDAMYCIN/FLORFENICOL/LINEZOLID/STREPTOGRAMIN/TIAMULIN	Campylobacter_D coli	40	0	40	0.0013675213675213675	29250
cfr_gen	NA	NA	NA	NA	Campylobacter_D coli	0	40	40	0.0013675213675213675	29250
aph(2'')-Ih	aph(2'')-If_h	aph(2'')-Ih	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Campylobacter_D coli	39	0	39	0.0013333333333333333	29250
tet(M-W-O-S)	NA	NA	NA	NA	Campylobacter fetus	0	39	39	0.07543520309477757	517
blaOXA-617	blaOXA-184_fam	blaOXA-617	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	38	0	38	4.6899684044233807e-4	81024
ant(6)-Ig	ant(6)	aadE-Cc	AMINOGLYCOSIDE	STREPTOMYCIN	Campylobacter_D coli_A	34	0	34	0.09742120343839542	349
ant(6)	NA	NA	NA	NA	Campylobacter_D coli_A	0	34	34	0.09742120343839542	349
blaOXA-450	blaOXA-61_fam	blaOXA-450	BETA-LACTAM	BETA-LACTAM	Campylobacter_D coli	33	0	33	0.0011282051282051281	29250
aph(2'')	NA	NA	NA	NA	Campylobacter_D jejuni	0	33	33	4.072867298578199e-4	81024
blaOXA-637	blaOXA-184_fam	blaOXA-637	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	31	0	31	3.8260268562401265e-4	81024
blaOXA-601	blaOXA-61_fam	blaOXA-601	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	31	0	31	3.8260268562401265e-4	81024
erm-23S_rRNA	NA	NA	NA	NA	Campylobacter_D jejuni	0	31	31	3.8260268562401265e-4	81024
blaOXA-185	blaOXA-184_fam	blaOXA-185	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	29	0	29	3.5791864139020536e-4	81024
blaOXA-583	blaOXA-61_fam	blaOXA-583	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	28	0	28	3.4557661927330175e-4	81024
blaOXA-184_fam	blaOXA_Campy	blaOXA	BETA-LACTAM	BETA-LACTAM	Campylobacter_D coli	4	23	27	9.230769230769231e-4	29250
gyrA	NA	gyrA_T86V	QUINOLONE	QUINOLONE	Campylobacter_D jejuni	27	0	27	3.3323459715639813e-4	81024
catA9	catA	catA	PHENICOL	CHLORAMPHENICOL	Campylobacter_D jejuni	24	2	26	3.2089257503949446e-4	81024
aph(2'')-Ig	aph(2'')	aph(2'')-Ig	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Campylobacter_D jejuni	26	0	26	3.2089257503949446e-4	81024
blaOXA-608	blaOXA-61_fam	blaOXA-608	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	26	0	26	3.2089257503949446e-4	81024
gyrA	NA	gyrA_D90N	QUINOLONE	QUINOLONE	Campylobacter_D coli	26	0	26	8.888888888888889e-4	29250
tet(O)	tet(M-W-O-S)	tet(O)	TETRACYCLINE	TETRACYCLINE	Campylobacter lanienae	25	0	25	0.6756756756756757	37
blaOXA-622	blaOXA-184_fam	blaOXA-622	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	25	0	25	3.0855055292259084e-4	81024
tet(M-W-O-S)	NA	NA	NA	NA	Campylobacter lanienae	0	25	25	0.6756756756756757	37
tet(O)	tet(M-W-O-S)	tet(O)	TETRACYCLINE	TETRACYCLINE	Campylobacter fetus	24	0	24	0.04642166344294004	517
blaOXA-632	blaOXA-184_fam	blaOXA-632	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	24	0	24	2.962085308056872e-4	81024
blaOXA-624	blaOXA-184_fam	blaOXA-624	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	23	0	23	2.8386650868878356e-4	81024
blaOXA-581	blaOXA-61_fam	blaOXA-581	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	21	0	21	2.591824644549763e-4	81024
blaOXA-584	blaOXA-61_fam	blaOXA-584	BETA-LACTAM	BETA-LACTAM	Campylobacter_D coli	21	0	21	7.17948717948718e-4	29250
tet(W)	tet(M-W-O-S)	tet(W)	TETRACYCLINE	TETRACYCLINE	Campylobacter_D coli	20	0	20	6.837606837606838e-4	29250
aph(3')-IIIa	aph(3')	aph(3')-IIIa	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Campylobacter fetus	20	0	20	0.03868471953578337	517
erm(B)	erm-23S_rRNA	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	Campylobacter_D jejuni	20	0	20	2.4684044233807265e-4	81024
aph(3')	NA	NA	NA	NA	Campylobacter fetus	0	20	20	0.03868471953578337	517
blaOXA_Campy	NA	NA	NA	NA	Campylobacter_D lari	0	20	20	0.046948356807511735	426
tet(M-W-O-S)	NA	NA	NA	NA	Campylobacter hyointestinalis	0	20	20	0.23809523809523808	84
blaOXA-584	blaOXA-61_fam	blaOXA-584	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	19	0	19	2.3449842022116904e-4	81024
gyrA	NA	gyrA_D90Y	QUINOLONE	QUINOLONE	Campylobacter_D coli	19	0	19	6.495726495726495e-4	29250
blaOXA-639	blaOXA-184_fam	blaOXA-639	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	18	0	18	2.221563981042654e-4	81024
50S_L22	NA	50S_L22_G86E	MACROLIDE	MACROLIDE	Campylobacter_D coli	18	0	18	6.153846153846154e-4	29250
50S_L22	NA	50S_L22_G86E	MACROLIDE	MACROLIDE	Campylobacter_D jejuni	18	0	18	2.221563981042654e-4	81024
blaOXA-595	blaOXA-61_fam	blaOXA-595	BETA-LACTAM	BETA-LACTAM	Campylobacter_D coli	17	0	17	5.811965811965812e-4	29250
blaOXA-578	blaOXA-61_fam	blaOXA-578	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	17	0	17	2.0981437598736178e-4	81024
blaOXA-579	blaOXA-61_fam	blaOXA-579	BETA-LACTAM	BETA-LACTAM	Campylobacter_D coli	17	0	17	5.811965811965812e-4	29250
ant(6)	NA	NA	NA	NA	Campylobacter fetus	0	17	17	0.03288201160541586	517
fexA	MFS_efflux_CHL	fexA	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Campylobacter_D jejuni	16	0	16	1.9747235387045813e-4	81024
aph(2'')-Ii	aph(2'')-I_a_f_h	aph(2'')-Ii	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Campylobacter_D coli	16	0	16	5.47008547008547e-4	29250
blaOXA-589	blaOXA-61_fam	blaOXA-589	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	16	0	16	1.9747235387045813e-4	81024
blaOXA-577	blaOXA-61_fam	blaOXA-577	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	16	0	16	1.9747235387045813e-4	81024
NA	NA	23S_A2074G	MACROLIDE	MACROLIDE	Campylobacter_D coli	16	0	16	5.47008547008547e-4	29250
MFS_efflux_CHL	NA	NA	NA	NA	Campylobacter_D jejuni	0	16	16	1.9747235387045813e-4	81024
aph(2'')-I_a_f_h	NA	NA	NA	NA	Campylobacter_D coli	0	16	16	5.47008547008547e-4	29250
ant(6)-Ib	ant(6)	ant(6)-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Campylobacter fetus	15	0	15	0.029013539651837523	517
tet(44)	tet(M-W-O-S)	tet(44)	TETRACYCLINE	TETRACYCLINE	Campylobacter fetus	15	0	15	0.029013539651837523	517
blaOXA-61_fam	blaOXA_Campy	blaOXA	BETA-LACTAM	BETA-LACTAM	Campylobacter_D coli_B	14	1	15	0.10135135135135136	148
blaOXA-615	blaOXA-184_fam	blaOXA-615	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	15	0	15	1.851303317535545e-4	81024
blaOXA-619	blaOXA-184_fam	blaOXA-619	BETA-LACTAM	BETA-LACTAM	Campylobacter_D jejuni	15	0	15	1.851303317535545e-4	81024
blaOXA-783	blaOXA-184_fam	blaOXA-783	BETA-LACTAM	BETA-LACTAM	Campylobacter_D coli	15	0	15	5.128205128205128e-4	29250
