node_id	parent_node_id	Gene symbol	Class	Subclass	Species	n.node	n.node_child	sum	freq	denominator
blaOXA-29	blaOXA-PR	blaOXA-29	BETA-LACTAM	BETA-LACTAM	Legionella wadsworthii	1	0	1	0.25	4
blaTEM-116	blaTEM	blaTEM-116	BETA-LACTAM	BETA-LACTAM	Legionella fraseri	1	0	1	0.002890173410404624	346
aac(3)_IV_fam	NA	NA	NA	NA	Legionella pneumophila;Salmonella enterica	0	1	1	0.5	2
aac(6')	NA	NA	NA	NA	Legionella_C rubrilucens	0	1	1	0.3333333333333333	3
ant(3'')-Ia	NA	NA	NA	NA	Legionella pneumophila	0	1	1	1.918649270913277e-4	5212
aph(4)-I	NA	NA	NA	NA	Legionella pneumophila;Salmonella enterica	0	1	1	0.5	2
aph(9)-I	NA	NA	NA	NA	Legionella pneumophila;Streptococcus pneumoniae	0	1	1	1	1
bla-D	NA	NA	NA	NA	Legionella worsleiensis	0	1	1	1	1
blaM	NA	NA	NA	NA	Legionella pneumophila	0	1	1	1.918649270913277e-4	5212
blaOXA-PR	NA	NA	NA	NA	Legionella gratiana	0	1	1	1	1
blaOXA-PR	NA	NA	NA	NA	Legionella parisiensis	0	1	1	1	1
blaOXA-PR	NA	NA	NA	NA	Legionella pneumophila;Salmonella enterica	0	1	1	0.5	2
blaOXA-PR	NA	NA	NA	NA	Legionella sainthelensi	0	1	1	0.5	2
blaOXA-PR	NA	NA	NA	NA	Legionella wadsworthii	0	1	1	0.25	4
blaTEM	NA	NA	NA	NA	Legionella fraseri	0	1	1	0.002890173410404624	346
sul	NA	NA	NA	NA	Legionella pneumophila	0	1	1	1.918649270913277e-4	5212
sul	NA	NA	NA	NA	Legionella pneumophila;Salmonella enterica	0	1	1	0.5	2
