node_id	parent_node_id	Gene symbol	Class	Subclass	Species	n.node	n.node_child	sum	freq	denominator
mecI	NA	NA	NA	NA	Staphylococcus aureus	0	13387	13387	0.1283226134217766	104323
parC	NA	parC_S80Y	QUINOLONE	QUINOLONE	Staphylococcus aureus	12959	0	12959	0.12421997066802143	104323
ant(4')-Ia	ant(4')-I	aadD1	AMINOGLYCOSIDE	KANAMYCIN/TOBRAMYCIN	Staphylococcus aureus	12746	0	12746	0.1221782349050545	104323
ant(4')-I	NA	NA	NA	NA	Staphylococcus aureus	0	12746	12746	0.1221782349050545	104323
msr	NA	NA	NA	NA	Staphylococcus aureus	0	12395	12395	0.11881368442241884	104323
msr(A)	msr	msr(A)	MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/STREPTOGRAMIN B	Staphylococcus aureus	12389	0	12389	0.11875617073895497	104323
mph(C)	mph_gen	mph(C)	MACROLIDE	ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	Staphylococcus aureus	12153	0	12153	0.11649396585604326	104323
mph_gen	NA	NA	NA	NA	Staphylococcus aureus	0	12153	12153	0.11649396585604326	104323
mecI_of_mecA	mecI	mecI	BETA-LACTAM	METHICILLIN	Staphylococcus aureus	11629	0	11629	0.11147110416686637	104323
dfrB	dfr_gen	dfrB_A135T	TRIMETHOPRIM	TRIMETHOPRIM	Staphylococcus aureus	11604	0	11604	0.11123146381910029	104323
tet(M-W-O-S)	NA	NA	NA	NA	Staphylococcus aureus	0	11413	11413	0.1094006115621675	104323
tet(M)	tet(M-W-O-S)	tet(M)	TETRACYCLINE	TETRACYCLINE	Staphylococcus aureus	11390	0	11390	0.10918014244222271	104323
dfr_DGK	NA	NA	NA	NA	Staphylococcus aureus	0	10563	10563	0.10125283973812103	104323
bleO	sequest	bleO	BLEOMYCIN	BLEOMYCIN	Staphylococcus aureus	9657	0	9657	0.09256827353507856	104323
sequest	NA	NA	NA	NA	Staphylococcus aureus	0	9657	9657	0.09256827353507856	104323
dfrG	dfr_DGK	dfrG	TRIMETHOPRIM	TRIMETHOPRIM	Staphylococcus aureus	9146	0	9146	0.08767002482674002	104323
glpT	NA	glpT_V213I	FOSFOMYCIN	FOSFOMYCIN	Staphylococcus aureus	8230	0	8230	0.07888960248459112	104323
glpT	NA	glpT_F3I	FOSFOMYCIN	FOSFOMYCIN	Staphylococcus aureus	8160	0	8160	0.07821860951084612	104323
fosB_gen	NA	NA	NA	NA	Staphylococcus epidermidis	0	5724	5724	0.9949591517469146	5753
fosB-Sepi	fosB_gen	fosB	FOSFOMYCIN	FOSFOMYCIN	Staphylococcus epidermidis	5701	0	5701	0.9909612376151573	5753
folP	NA	folP_F17L	SULFONAMIDE	SULFONAMIDE	Staphylococcus aureus	4967	0	4967	0.04761174429416332	104323
blaZ	blaZ_gen	blaZ	BETA-LACTAM	BETA-LACTAM	Staphylococcus epidermidis	4558	53	4611	0.8014948722405701	5753
blaZ_gen	NA	NA	NA	NA	Staphylococcus epidermidis	0	4558	4558	0.7922822875021728	5753
blaI_of_Z	blaI_gen	blaI	BETA-LACTAM	BETA-LACTAM	Staphylococcus epidermidis	4555	0	4555	0.7917608204415088	5753
blaI_gen	NA	NA	NA	NA	Staphylococcus epidermidis	0	4555	4555	0.7917608204415088	5753
parC	NA	parC_E84G	QUINOLONE	QUINOLONE	Staphylococcus aureus	4518	0	4518	0.043307803648284654	104323
dfrS1	dfrC	dfrS1	TRIMETHOPRIM	TRIMETHOPRIM	Staphylococcus aureus	4390	0	4390	0.04208084506772236	104323
dfrC	NA	NA	NA	NA	Staphylococcus aureus	0	4390	4390	0.04208084506772236	104323
blaR1_gen	NA	NA	NA	NA	Staphylococcus epidermidis	0	3649	3649	0.6342777681209804	5753
AMR	NA	NA	NA	NA	Staphylococcus aureus	0	3578	3578	0.03429732657228032	104323
fusC_set	fusBCD_gen	fusC	FUSIDIC ACID	FUSIDIC ACID	Staphylococcus aureus	737	2748	3485	0.03340586447859053	104323
mupA	AMR	mupA	MUPIROCIN	MUPIROCIN	Staphylococcus aureus	3397	0	3397	0.032562330454453954	104323
folP	NA	folP_E258EKE	SULFONAMIDE	SULFONAMIDE	Staphylococcus aureus	3380	0	3380	0.03239937501797303	104323
mecA	mec_gen	mecA	BETA-LACTAM	METHICILLIN	Staphylococcus epidermidis	3062	0	3062	0.5322440465843907	5753
mec_gen	NA	NA	NA	NA	Staphylococcus epidermidis	0	3062	3062	0.5322440465843907	5753
blaR1_gen	NA	NA	NA	NA	Staphylococcus pseudintermedius	0	2983	2983	0.8170364283757875	3651
blaI_of_Z	blaI_gen	blaI	BETA-LACTAM	BETA-LACTAM	Staphylococcus pseudintermedius	2929	0	2929	0.8022459600109559	3651
blaI_gen	NA	NA	NA	NA	Staphylococcus pseudintermedius	0	2929	2929	0.8022459600109559	3651
blaZ	blaZ_gen	blaZ	BETA-LACTAM	BETA-LACTAM	Staphylococcus pseudintermedius	720	2207	2927	0.8016981648863325	3651
fusC	fusC_set	fusC	FUSIDIC ACID	FUSIDIC ACID	Staphylococcus aureus	2748	0	2748	0.026341267026446707	104323
blaR1	blaR1_gen	blaR1	BETA-LACTAM	BETA-LACTAM	Staphylococcus pseudintermedius	2556	3	2559	0.7009038619556286	3651
mecR1	blaR1_gen	mecR1	BETA-LACTAM	METHICILLIN	Staphylococcus epidermidis	2423	0	2423	0.42117156266295847	5753
aac(6')-Ie	aac(6')-Ie_fam	aac(6')-Ie/aph(2'')-Ia	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Staphylococcus epidermidis	2222	0	2222	0.3862332695984704	5753
aac(6')-Ie_fam	NA	NA	NA	NA	Staphylococcus epidermidis	0	2222	2222	0.3862332695984704	5753
blaPC1	blaZ	blaPC1	BETA-LACTAM	BETA-LACTAM	Staphylococcus pseudintermedius	2207	0	2207	0.6044919200219118	3651
parC	NA	parC_E84K	QUINOLONE	QUINOLONE	Staphylococcus aureus	2134	0	2134	0.020455700085311963	104323
blaR1	blaR1_gen	blaR1	BETA-LACTAM	BETA-LACTAM	Staphylococcus epidermidis	1226	735	1961	0.34086563532070224	5753
ileS	NA	ileS_V588F	MUPIROCIN	MUPIROCIN	Staphylococcus aureus	1930	0	1930	0.01850023484754081	104323
erm-23S_rRNA	NA	NA	NA	NA	Staphylococcus epidermidis	0	1929	1929	0.3353033200069529	5753
erm(B)	erm-23S_rRNA	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	Staphylococcus aureus	1902	0	1902	0.01823183765804281	104323
dfrB	dfr_gen	dfrB_F99Y	TRIMETHOPRIM	TRIMETHOPRIM	Staphylococcus aureus	1853	0	1853	0.017762142576421308	104323
glpT	NA	glpT_L27F	FOSFOMYCIN	FOSFOMYCIN	Staphylococcus aureus	1841	0	1841	0.01764711520949359	104323
folP	NA	folP_E208K	SULFONAMIDE	SULFONAMIDE	Staphylococcus aureus	1807	0	1807	0.017321204336531733	104323
catA	NA	NA	NA	NA	Staphylococcus aureus	0	1782	1782	0.01708156398876566	104323
mecI_of_mecC	mecI	mecI	BETA-LACTAM	METHICILLIN	Staphylococcus aureus	1758	0	1758	0.016851509254910232	104323
mecC	mec_gen	mecC	BETA-LACTAM	METHICILLIN	Staphylococcus aureus	1751	0	1751	0.01678440995753573	104323
blaZ-mecC	blaZ_gen	blaZ	BETA-LACTAM	BETA-LACTAM	Staphylococcus aureus	1748	0	1748	0.016755653115803803	104323
parE	NA	parE_P585S	QUINOLONE	QUINOLONE	Staphylococcus aureus	1739	0	1739	0.016669382590608014	104323
erm(C)	erm-23S_rRNA	erm(C)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/TYLOSIN	Staphylococcus epidermidis	1721	0	1721	0.29914827046758213	5753
rpoB	NA	rpoB_H481N	RIFAMYCIN	RIFAMPIN	Staphylococcus aureus	1687	0	1687	0.016170930667254585	104323
str	ant(6)	str	AMINOGLYCOSIDE	STREPTOMYCIN	Staphylococcus aureus	1684	0	1684	0.016142173825522656	104323
lnu_BFG	NA	NA	NA	NA	Staphylococcus aureus	0	1543	1543	0.014790602264122005	104323
lnu(A)	lnu_AE	lnu(A)	LINCOSAMIDE	LINCOSAMIDE	Staphylococcus aureus	1486	44	1530	0.014665989283283647	104323
tet(M-W-O-S)	NA	NA	NA	NA	Staphylococcus pseudintermedius	0	1521	1521	0.41659819227608874	3651
tet(M)	tet(M-W-O-S)	tet(M)	TETRACYCLINE	TETRACYCLINE	Staphylococcus pseudintermedius	1520	0	1520	0.416324294713777	3651
lnu_AE	NA	NA	NA	NA	Staphylococcus aureus	0	1486	1486	0.01424422227121536	104323
vga	NA	NA	NA	NA	Staphylococcus aureus	0	1441	1441	0.013812869645236429	104323
lsa	NA	NA	NA	NA	Staphylococcus aureus	0	1425	1425	0.013659499822666142	104323
dfrK	dfr_DGK	dfrK	TRIMETHOPRIM	TRIMETHOPRIM	Staphylococcus aureus	1413	0	1413	0.013544472455738428	104323
lsa(E)	lsa	lsa(E)	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	Staphylococcus aureus	1408	0	1408	0.013496544386185213	104323
lnu(B)	lnu_BFG	lnu(B)	LINCOSAMIDE	LINCOSAMIDE	Staphylococcus aureus	1404	0	1404	0.013458201930542642	104323
ant(6)	NA	NA	NA	NA	Staphylococcus pseudintermedius	0	1389	1389	0.38044371405094496	3651
ant(6)-Ia	ant(6)	ant(6)-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Staphylococcus pseudintermedius	1385	0	1385	0.3793481238016982	3651
aph(3')-IIIa	aph(3')	aph(3')-IIIa	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	Staphylococcus pseudintermedius	1385	0	1385	0.3793481238016982	3651
aph(3')	NA	NA	NA	NA	Staphylococcus pseudintermedius	0	1385	1385	0.3793481238016982	3651
sat4	sat	sat4	STREPTOTHRICIN	STREPTOTHRICIN	Staphylococcus pseudintermedius	1380	0	1380	0.3779786359901397	3651
sat	NA	NA	NA	NA	Staphylococcus pseudintermedius	0	1380	1380	0.3779786359901397	3651
erm(T)	erm-23S_rRNA	erm(T)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/LINCOSAMIDE/STREPTOGRAMIN/TYLOSIN	Staphylococcus aureus	1367	0	1367	0.013103534215848854	104323
erm-23S_rRNA	NA	NA	NA	NA	Staphylococcus pseudintermedius	0	1367	1367	0.37441796768008767	3651
gyrA	NA	gyrA_S85P	QUINOLONE	QUINOLONE	Staphylococcus aureus	1363	0	1363	0.013065191760206282	104323
erm(B)	erm-23S_rRNA	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	Staphylococcus pseudintermedius	1351	0	1351	0.37003560668310054	3651
tet(L)	tet_L_K_45	tet(L)	TETRACYCLINE	TETRACYCLINE	Staphylococcus aureus	1318	0	1318	0.012633839134227352	104323
ant(4')-Ia	ant(4')-I	aadD1	AMINOGLYCOSIDE	KANAMYCIN/TOBRAMYCIN	Staphylococcus epidermidis	1300	0	1300	0.22596905962106728	5753
ant(4')-I	NA	NA	NA	NA	Staphylococcus epidermidis	0	1300	1300	0.22596905962106728	5753
mecA	mec_gen	mecA	BETA-LACTAM	METHICILLIN	Staphylococcus pseudintermedius	1288	0	1288	0.3527800602574637	3651
mec_gen	NA	NA	NA	NA	Staphylococcus pseudintermedius	0	1288	1288	0.3527800602574637	3651
blaI_of_Z	blaI_gen	blaI	BETA-LACTAM	BETA-LACTAM	Staphylococcus capitis	1286	0	1286	0.833981841763943	1542
blaI_gen	NA	NA	NA	NA	Staphylococcus capitis	0	1286	1286	0.833981841763943	1542
blaZ	blaZ_gen	blaZ	BETA-LACTAM	BETA-LACTAM	Staphylococcus capitis	1280	4	1284	0.8326848249027238	1542
blaZ_gen	NA	NA	NA	NA	Staphylococcus capitis	0	1280	1280	0.8300907911802854	1542
parE	NA	parE_D432N	QUINOLONE	QUINOLONE	Staphylococcus aureus	1247	0	1247	0.011953260546571705	104323
blaR1	blaR1_gen	blaR1	BETA-LACTAM	BETA-LACTAM	Staphylococcus capitis	254	973	1227	0.7957198443579766	1542
dfr_DGK	NA	NA	NA	NA	Staphylococcus pseudintermedius	0	1190	1190	0.32593809915091754	3651
dfrG	dfr_DGK	dfrG	TRIMETHOPRIM	TRIMETHOPRIM	Staphylococcus pseudintermedius	1189	0	1189	0.3256642015886059	3651
msr(A)	msr	msr(A)	MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/STREPTOGRAMIN B	Staphylococcus epidermidis	1186	0	1186	0.20615331131583522	5753
msr	NA	NA	NA	NA	Staphylococcus epidermidis	0	1186	1186	0.20615331131583522	5753
grlA	NA	grlA_S80I	QUINOLONE	QUINOLONE	Staphylococcus pseudintermedius	1182	0	1182	0.323746918652424	3651
mecA	mec_gen	mecA	BETA-LACTAM	METHICILLIN	Staphylococcus capitis	1157	0	1157	0.7503242542153048	1542
mec_gen	NA	NA	NA	NA	Staphylococcus capitis	0	1157	1157	0.7503242542153048	1542
fusB	fusB_set	fusB	FUSIDIC ACID	FUSIDIC ACID	Staphylococcus epidermidis	1149	0	1149	0.19972188423431253	5753
fusB_set	NA	NA	NA	NA	Staphylococcus epidermidis	0	1149	1149	0.19972188423431253	5753
bleO	sequest	bleO	BLEOMYCIN	BLEOMYCIN	Staphylococcus epidermidis	1119	0	1119	0.1945072136276725	5753
sequest	NA	NA	NA	NA	Staphylococcus epidermidis	0	1119	1119	0.1945072136276725	5753
gyrA	NA	gyrA_S84L	QUINOLONE	QUINOLONE	Staphylococcus pseudintermedius	1034	0	1034	0.2832100794302931	3651
MFS_efflux_CHL	NA	NA	NA	NA	Staphylococcus aureus	0	1021	1021	0.009786911802766408	104323
mupA	AMR	mupA	MUPIROCIN	MUPIROCIN	Staphylococcus epidermidis	1017	0	1017	0.17677733356509648	5753
AMR	NA	NA	NA	NA	Staphylococcus epidermidis	0	1017	1017	0.17677733356509648	5753
gyrA	NA	gyrA_E88K	QUINOLONE	QUINOLONE	Staphylococcus aureus	1016	0	1016	0.009738983733213193	104323
vga(A)	vga	vga(A)	LINCOSAMIDE	LINCOSAMIDE	Staphylococcus aureus	915	62	977	0.00936514479069812	104323
fexA	MFS_efflux_CHL	fexA	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Staphylococcus aureus	974	0	974	0.009336387948966192	104323
blaR1-2	blaR1	blaR1	BETA-LACTAM	BETA-LACTAM	Staphylococcus capitis	973	0	973	0.6309987029831388	1542
aac(6')-Ie	aac(6')-Ie_fam	aac(6')-Ie/aph(2'')-Ia	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Staphylococcus pseudintermedius	968	0	968	0.26513284031772116	3651
aac(6')-Ie_fam	NA	NA	NA	NA	Staphylococcus pseudintermedius	0	968	968	0.26513284031772116	3651
pbp4	NA	pbp4_R200L	BETA-LACTAM	CEPHALOSPORIN	Staphylococcus aureus	966	0	966	0.009259703037681049	104323
catA7	catA	catA	PHENICOL	CHLORAMPHENICOL	Staphylococcus aureus	963	0	963	0.00923094619594912	104323
blaZ	blaZ_gen	blaZ	BETA-LACTAM	BETA-LACTAM	Staphylococcus haemolyticus	372	582	954	0.8563734290843806	1114
blaI_of_Z	blaI_gen	blaI	BETA-LACTAM	BETA-LACTAM	Staphylococcus haemolyticus	953	0	953	0.855475763016158	1114
blaI_gen	NA	NA	NA	NA	Staphylococcus haemolyticus	0	953	953	0.855475763016158	1114
mecA	mec_gen	mecA	BETA-LACTAM	METHICILLIN	Staphylococcus haemolyticus	919	0	919	0.8249551166965888	1114
mec_gen	NA	NA	NA	NA	Staphylococcus haemolyticus	0	919	919	0.8249551166965888	1114
aac(6')-Ie	aac(6')-Ie_fam	aac(6')-Ie/aph(2'')-Ia	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Staphylococcus capitis	905	0	905	0.5869001297016861	1542
aac(6')-Ie_fam	NA	NA	NA	NA	Staphylococcus capitis	0	905	905	0.5869001297016861	1542
blaR1	blaR1_gen	blaR1	BETA-LACTAM	BETA-LACTAM	Staphylococcus haemolyticus	823	72	895	0.803411131059246	1114
mph(C)	mph_gen	mph(C)	MACROLIDE	ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	Staphylococcus epidermidis	876	0	876	0.1522683817138884	5753
mph_gen	NA	NA	NA	NA	Staphylococcus epidermidis	0	876	876	0.1522683817138884	5753
fusB	fusB_set	fusB	FUSIDIC ACID	FUSIDIC ACID	Staphylococcus aureus	849	0	849	0.008138186210135828	104323
mecI_of_mecA	mecI	mecI	BETA-LACTAM	METHICILLIN	Staphylococcus epidermidis	849	0	849	0.14757517816791238	5753
fusB_set	NA	NA	NA	NA	Staphylococcus aureus	0	849	849	0.008138186210135828	104323
mecI	NA	NA	NA	NA	Staphylococcus epidermidis	0	849	849	0.14757517816791238	5753
blaR1_gen	NA	NA	NA	NA	Staphylococcus haemolyticus	0	842	842	0.755834829443447	1114
fusB	fusB_set	fusB	FUSIDIC ACID	FUSIDIC ACID	Staphylococcus capitis	838	0	838	0.543450064850843	1542
fusB_set	NA	NA	NA	NA	Staphylococcus capitis	0	838	838	0.543450064850843	1542
aac(6')-Ie	aac(6')-Ie_fam	aac(6')-Ie/aph(2'')-Ia	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Staphylococcus haemolyticus	810	0	810	0.7271095152603232	1114
aac(6')-Ie_fam	NA	NA	NA	NA	Staphylococcus haemolyticus	0	810	810	0.7271095152603232	1114
fusBCD_gen	NA	NA	NA	NA	Staphylococcus aureus	0	737	737	0.007064597452143823	104323
blaR1-2	blaR1	blaR1	BETA-LACTAM	BETA-LACTAM	Staphylococcus epidermidis	735	0	735	0.12775942986268035	5753
blaZ_gen	NA	NA	NA	NA	Staphylococcus pseudintermedius	0	720	720	0.1972062448644207	3651
parE	NA	parE_P451S	QUINOLONE	QUINOLONE	Staphylococcus aureus	713	0	713	0.006834542718288393	104323
fusA	NA	fusA_L461K	FUSIDIC_ACID	FUSIDIC_ACID	Staphylococcus aureus	707	0	707	0.006777029034824535	104323
tet_L_K_45	NA	NA	NA	NA	Staphylococcus epidermidis	0	706	706	0.12271858160959499	5753
tet(K)	tet_L_K_45	tet(K)	TETRACYCLINE	TETRACYCLINE	Staphylococcus epidermidis	689	0	689	0.11976360159916566	5753
parE	NA	parE_D432V	QUINOLONE	QUINOLONE	Staphylococcus aureus	676	0	676	0.006479875003594605	104323
msr(A)	msr	msr(A)	MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/STREPTOGRAMIN B	Staphylococcus haemolyticus	667	0	667	0.5987432675044884	1114
msr	NA	NA	NA	NA	Staphylococcus haemolyticus	0	667	667	0.5987432675044884	1114
mph(C)	mph_gen	mph(C)	MACROLIDE	ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	Staphylococcus haemolyticus	656	0	656	0.5888689407540395	1114
mph_gen	NA	NA	NA	NA	Staphylococcus haemolyticus	0	656	656	0.5888689407540395	1114
fusD	fusBCD_gen	fusD	FUSIDIC ACID	FUSIDIC ACID	Staphylococcus saprophyticus	652	0	652	0.9969418960244648	654
fusBCD_gen	NA	NA	NA	NA	Staphylococcus saprophyticus	0	652	652	0.9969418960244648	654
dfr_DGK	NA	NA	NA	NA	Staphylococcus haemolyticus	0	589	589	0.5287253141831239	1114
dfrG	dfr_DGK	dfrG	TRIMETHOPRIM	TRIMETHOPRIM	Staphylococcus haemolyticus	588	0	588	0.5278276481149012	1114
blaPC1	blaZ	blaPC1	BETA-LACTAM	BETA-LACTAM	Staphylococcus haemolyticus	582	0	582	0.5224416517055656	1114
tet(38)	tet_MFS_efflux	tet(38)	TETRACYCLINE	TETRACYCLINE	Staphylococcus argenteus	581	0	581	0.9965694682675815	583
tet_MFS_efflux	NA	NA	NA	NA	Staphylococcus argenteus	0	581	581	0.9965694682675815	583
mepA	MATE_efflux	mepA	TETRACYCLINE	TIGECYCLINE	Staphylococcus argenteus	580	0	580	0.9948542024013722	583
MATE_efflux	NA	NA	NA	NA	Staphylococcus argenteus	0	580	580	0.9948542024013722	583
dfrS1	dfrC	dfrS1	TRIMETHOPRIM	TRIMETHOPRIM	Staphylococcus epidermidis	572	0	572	0.0994263862332696	5753
dfrC	NA	NA	NA	NA	Staphylococcus epidermidis	0	572	572	0.0994263862332696	5753
dfrB	dfr_gen	dfrB_L21V	TRIMETHOPRIM	TRIMETHOPRIM	Staphylococcus aureus	566	0	566	0.005425457473423885	104323
dfrB	dfr_gen	dfrB_N60I	TRIMETHOPRIM	TRIMETHOPRIM	Staphylococcus aureus	552	0	552	0.005291258878674885	104323
dfrE	dfr_gen	dfrE	TRIMETHOPRIM	TRIMETHOPRIM	Staphylococcus aureus	549	0	549	0.005262502036942956	104323
vga	NA	NA	NA	NA	Staphylococcus epidermidis	0	538	538	0.09351642621241092	5753
catA	NA	NA	NA	NA	Staphylococcus epidermidis	0	518	518	0.09003997914131757	5753
vga(E)	vga	vga(E)	LINCOSAMIDE	LINCOSAMIDE	Staphylococcus aureus	503	0	503	0.0048215637970533826	104323
vga(A)	vga	vga(A)	LINCOSAMIDE	LINCOSAMIDE	Staphylococcus epidermidis	468	6	474	0.08239179558491222	5753
catA8	catA	catA	PHENICOL	CHLORAMPHENICOL	Staphylococcus aureus	467	0	467	0.004476481696270238	104323
spw	ant(9)	spw	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Staphylococcus aureus	460	0	460	0.0044093823988957375	104323
blaZ	blaZ_gen	blaZ	BETA-LACTAM	BETA-LACTAM	Staphylococcus argenteus	446	5	451	0.7735849056603774	583
blaI_of_Z	blaI_gen	blaI	BETA-LACTAM	BETA-LACTAM	Staphylococcus argenteus	451	0	451	0.7735849056603774	583
blaI_gen	NA	NA	NA	NA	Staphylococcus argenteus	0	451	451	0.7735849056603774	583
