node_id	parent_node_id	Gene symbol	Class	Subclass	Species	n.node	n.node_child	sum	freq	denominator
tet(M-W-O-S)	NA	NA	NA	NA	Salmonella enterica	0	2856	2856	0.005340803476758342	534751
tet(C)	tet_A_B_C_D	tet(C)	TETRACYCLINE	TETRACYCLINE	Salmonella enterica	2586	0	2586	0.004835895585047994	534751
tet(M)	tet(M-W-O-S)	tet(M)	TETRACYCLINE	TETRACYCLINE	Salmonella enterica	2564	0	2564	0.0047947549420197435	534751
aadA7	ant(3'')-Ia	aadA7	AMINOGLYCOSIDE	STREPTOMYCIN	Salmonella enterica	2507	0	2507	0.004688163275992004	534751
arr	AMR	arr	RIFAMYCIN	RIFAMYCIN	Salmonella enterica	96	2293	2389	0.004467499827022297	534751
qnrA	qnr	qnrA	QUINOLONE	QUINOLONE	Salmonella enterica	42	2215	2257	0.004220655968852793	534751
qnrA1	qnrA	qnrA1	QUINOLONE	QUINOLONE	Salmonella enterica	2210	0	2210	0.004132764595110622	534751
dfr_gen	NA	NA	NA	NA	Salmonella enterica	0	2126	2126	0.003975682139911847	534751
mcr-9	pmrC_gen	mcr-9	COLISTIN	COLISTIN	Salmonella enterica	73	1882	1955	0.003655907141828627	534751
lnu_BFG	NA	NA	NA	NA	Salmonella enterica	0	1901	1901	0.0035549255634865573	534751
sequest	NA	NA	NA	NA	Salmonella enterica	0	1887	1887	0.0035287451542867616	534751
bleO	sequest	bleO	BLEOMYCIN	BLEOMYCIN	Salmonella enterica	1845	0	1845	0.003450203926687374	534751
blaCTX-M-15	blaCTX-M	blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Salmonella enterica	1803	0	1803	0.003371662699087987	534751
aph(3')-IIa	aph(3')-II	aph(3')-IIa	AMINOGLYCOSIDE	KANAMYCIN	Salmonella enterica	1778	0	1778	0.0033249119683740657	534751
aph(3')-II	NA	NA	NA	NA	Salmonella enterica	0	1778	1778	0.0033249119683740657	534751
aac(3)-I	NA	NA	NA	NA	Salmonella enterica	0	1702	1702	0.003182789747003746	534751
aac(3)-Id	aac(3)-I	aac(3)-Id	AMINOGLYCOSIDE	GENTAMICIN	Salmonella enterica	1689	0	1689	0.003158479367032507	534751
mcr-9.1	mcr-9	mcr-9.1	COLISTIN	COLISTIN	Salmonella enterica	1689	0	1689	0.003158479367032507	534751
catA2	catA	catA2	PHENICOL	CHLORAMPHENICOL	Salmonella enterica	1611	0	1611	0.003012617087205073	534751
blaOXA-1_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	Salmonella enterica	19	1523	1542	0.002883585070434651	534751
ble_Tn5	ble_BLMT_gen	ble	BLEOMYCIN	BLEOMYCIN	Salmonella enterica	1527	0	1527	0.0028555346320062983	534751
ble_BLMT_gen	NA	NA	NA	NA	Salmonella enterica	0	1527	1527	0.0028555346320062983	534751
blaOXA-1	blaOXA-1_fam	blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Salmonella enterica	1508	0	1508	0.0028200040766637184	534751
lnu(F)	lnu_BFG	lnu(F)	LINCOSAMIDE	LINCOSAMIDE	Salmonella enterica	1503	0	1503	0.002810653930520934	534751
ant(2'')-Ia	ant(2'')	ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Salmonella enterica	1438	0	1438	0.0026891020306647395	534751
ant(2'')	NA	NA	NA	NA	Salmonella enterica	0	1438	1438	0.0026891020306647395	534751
aac(6')-Ib-cr	aac(6')-Ib	aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Salmonella enterica	7	1238	1245	0.002328186389553269	534751
aac(6')-Ib-cr5	aac(6')-Ib-cr	aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Salmonella enterica	1225	0	1225	0.0022907858049821318	534751
aadA_4_5	NA	NA	NA	NA	Salmonella enterica	0	1089	1089	0.002036461829898401	534751
aadA5	aadA_4_5	aadA5	AMINOGLYCOSIDE	STREPTOMYCIN	Salmonella enterica	1035	0	1035	0.0019354802515563318	534751
fosA7.4	fosA7_fam	fosA7.4	FOSFOMYCIN	FOSFOMYCIN	Salmonella enterica	1030	0	1030	0.0019261301054135475	534751
aph(6)-Ic	aph(6)-Ic_gen	aph(6)-Ic	AMINOGLYCOSIDE	STREPTOMYCIN	Salmonella enterica	1006	0	1006	0.0018812494039281834	534751
aph(6)-Ic_gen	NA	NA	NA	NA	Salmonella enterica	0	1006	1006	0.0018812494039281834	534751
dfrA17	dfrA	dfrA17	TRIMETHOPRIM	TRIMETHOPRIM	Salmonella enterica	1002	0	1002	0.001873769287013956	534751
catB	cat	catB	PHENICOL	CHLORAMPHENICOL	Salmonella enterica	9	984	993	0.0018569390239569444	534751
catB3	catB	catB3	PHENICOL	CHLORAMPHENICOL	Salmonella enterica	979	0	979	0.0018307586147571487	534751
cmlA5	cmlA	cmlA5	PHENICOL	CHLORAMPHENICOL	Salmonella enterica	941	0	941	0.0017596975040719887	534751
oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Salmonella enterica	879	38	917	0.0017148168025866244	534751
arr-3	arr	arr-3	RIFAMYCIN	RIFAMYCIN	Salmonella enterica	898	0	898	0.0016792862472440444	534751
blaCTX-M-55	blaCTX-M	blaCTX-M-55	BETA-LACTAM	CEPHALOSPORIN	Salmonella enterica	896	0	896	0.0016755461887869307	534751
oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Salmonella enterica	810	68	878	0.0016418856626729075	534751
aac(3)-IIe	aac(3)-II	aac(3)-IIe	AMINOGLYCOSIDE	GENTAMICIN	Salmonella enterica	870	0	870	0.0016269254288444528	534751
tet(D)	tet_A_B_C_D	tet(D)	TETRACYCLINE	TETRACYCLINE	Salmonella enterica	851	0	851	0.001591394873501873	534751
sat	NA	NA	NA	NA	Salmonella enterica	0	844	844	0.001578304668901975	534751
sat2_fam	sat	sat2	STREPTOTHRICIN	STREPTOTHRICIN	Salmonella enterica	842	0	842	0.0015745646104448612	534751
blaSHV	blaSHV-LEN	blaSHV	BETA-LACTAM	BETA-LACTAM	Salmonella enterica	28	809	837	0.0015652144643020771	534751
blaTEM-135	blaTEM	blaTEM-135	BETA-LACTAM	BETA-LACTAM	Salmonella enterica	836	0	836	0.0015633444350735201	534751
arr-2	arr	arr-2	RIFAMYCIN	RIFAMYCIN	Salmonella enterica	777	0	777	0.0014530127105886665	534751
dfrA5	dfrA	dfrA5	TRIMETHOPRIM	TRIMETHOPRIM	Salmonella enterica	757	0	757	0.0014156121260175296	534751
ere	NA	NA	NA	NA	Salmonella enterica	0	757	757	0.0014156121260175296	534751
ere(A)	ere	ere(A)	MACROLIDE	ERYTHROMYCIN	Salmonella enterica	753	0	753	0.0014081320091033022	534751
blaTEM-57	blaTEM	blaTEM-57	BETA-LACTAM	BETA-LACTAM	Salmonella enterica	692	0	692	0.001294060226161335	534751
blaSHV-12	blaSHV	blaSHV-12	BETA-LACTAM	CEPHALOSPORIN	Salmonella enterica	673	0	673	0.001258529670818755	534751
dfrA19	dfr_gen	dfrA19	TRIMETHOPRIM	TRIMETHOPRIM	Salmonella enterica	648	0	648	0.0012117789401048338	534751
qnr	NA	NA	NA	NA	Salmonella enterica	0	631	631	0.0011799884432193675	534751
aac(6')-II	NA	NA	NA	NA	Salmonella enterica	0	630	630	0.0011781184139908107	534751
aac(6')-IIc	aac(6')-II	aac(6')-IIc	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Salmonella enterica	618	0	618	0.0011556780632481286	534751
arr-2b	arr	arr	RIFAMYCIN	RIFAMYCIN	Salmonella enterica	618	0	618	0.0011556780632481286	534751
dfrA23	dfr_gen	dfrA23	TRIMETHOPRIM	TRIMETHOPRIM	Salmonella enterica	617	0	617	0.0011538080340195718	534751
aac(3)-IIg	aac(3)-II	aac(3)-IIg	AMINOGLYCOSIDE	GENTAMICIN	Salmonella enterica	614	0	614	0.001148197946333901	534751
fosA7.7	fosA7_fam	fosA7.7	FOSFOMYCIN	FOSFOMYCIN	Salmonella enterica	604	0	604	0.0011294976540483328	534751
dfrA15	dfrA	dfrA15	TRIMETHOPRIM	TRIMETHOPRIM	Salmonella enterica	601	0	601	0.0011238875663626623	534751
fosA7.8	fosA7_fam	fosA7.8	FOSFOMYCIN	FOSFOMYCIN	Salmonella enterica	594	0	594	0.0011107973617627644	534751
fosA7.6	fosA7_fam	fosA7.6	FOSFOMYCIN	FOSFOMYCIN	Salmonella enterica	568	0	568	0.0010621766018202865	534751
aadA22	ant(3'')-Ia	aadA22	AMINOGLYCOSIDE	STREPTOMYCIN	Salmonella enterica	567	0	567	0.0010603065725917297	534751
garos_AAA	NA	NA	NA	NA	Salmonella enterica	0	567	567	0.0010603065725917297	534751
grdA	garos_AAA	grdA	AMINOGLYCOSIDE	GENTAMICIN	Salmonella enterica	562	0	562	0.0010509564264489454	534751
blaOXA-10_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	Salmonella enterica	8	543	551	0.00103038610493482	534751
blaOXA-10	blaOXA-10_fam	blaOXA-10	BETA-LACTAM	CEPHALOSPORIN	Salmonella enterica	532	0	532	9.948555495922402e-4	534751
mcr-1	pmrC_gen	mcr-1	COLISTIN	COLISTIN	Salmonella enterica	10	493	503	9.406247019640917e-4	534751
aadA6	ant(3'')-Ia	aadA6	AMINOGLYCOSIDE	STREPTOMYCIN	Salmonella enterica	497	0	497	9.294045265927506e-4	534751
aac(6')-Ib-G	aac(6')-Ib	aac(6')-Ib	AMINOGLYCOSIDE	GENTAMICIN	Salmonella enterica	9	475	484	9.050941466215116e-4	534751
mcr-1.1	mcr-1	mcr-1.1	COLISTIN	COLISTIN	Salmonella enterica	482	0	482	9.01354088164398e-4	534751
blaCTX-M-1	blaCTX-M	blaCTX-M-1	BETA-LACTAM	CEPHALOSPORIN	Salmonella enterica	470	0	470	8.789137374217159e-4	534751
aac(6')-Ib4	aac(6')-Ib-G	aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Salmonella enterica	463	0	463	8.65823532821818e-4	534751
blaCTX-M-14	blaCTX-M	blaCTX-M-14	BETA-LACTAM	CEPHALOSPORIN	Salmonella enterica	459	0	459	8.583434159075906e-4	534751
gyrB	NA	gyrB_S464F	QUINOLONE	QUINOLONE	Salmonella enterica	455	0	455	8.508632989933633e-4	534751
aac(2')-IIa	aac(2')-II	aac(2')-IIa	AMINOGLYCOSIDE	KASUGAMYCIN	Salmonella enterica	433	0	433	8.097226559651128e-4	534751
aac(2')-II	NA	NA	NA	NA	Salmonella enterica	0	433	433	8.097226559651128e-4	534751
CMY2-MIR-ACT-EC	NA	NA	NA	NA	Salmonella enterica	0	414	414	7.741921006225327e-4	534751
dfrA34	dfr_gen	dfrA34	TRIMETHOPRIM	TRIMETHOPRIM	Salmonella enterica	404	0	404	7.554918083369643e-4	534751
qnrB2	qnrB	qnrB2	QUINOLONE	QUINOLONE	Salmonella enterica	404	0	404	7.554918083369643e-4	534751
lnu(G)	lnu_BFG	lnu(G)	LINCOSAMIDE	LINCOSAMIDE	Salmonella enterica	398	0	398	7.442716329656233e-4	534751
blaTEM-116	blaTEM	blaTEM-116	BETA-LACTAM	BETA-LACTAM	Salmonella enterica	396	0	396	7.405315745085096e-4	534751
dfrA8	dfr_gen	dfrA8	TRIMETHOPRIM	TRIMETHOPRIM	Salmonella enterica	391	0	391	7.311814283657254e-4	534751
gyrB	NA	gyrB_E466D	QUINOLONE	QUINOLONE	Salmonella enterica	359	0	359	6.713404930519064e-4	534751
blaSCO	bla-A	blaSCO	BETA-LACTAM	BETA-LACTAM	Salmonella enterica	132	224	356	6.657304053662359e-4	534751
aadA12	ant(3'')-Ia	aadA12	AMINOGLYCOSIDE	STREPTOMYCIN	Salmonella enterica	350	0	350	6.545102299948948e-4	534751
aac(6')-Ib-AKT	aac(6')-Ib	aac(6')-Ib	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Salmonella enterica	20	309	329	6.152396161952012e-4	534751
aadA16	ant(3'')-Ia	aadA16	AMINOGLYCOSIDE	STREPTOMYCIN	Salmonella enterica	324	0	324	6.058894700524169e-4	534751
dfrA27	dfrA	dfrA27	TRIMETHOPRIM	TRIMETHOPRIM	Salmonella enterica	323	0	323	6.040194408238601e-4	534751
blaLAP	bla-A	blaLAP	BETA-LACTAM	BETA-LACTAM	Salmonella enterica	7	305	312	5.834491193097348e-4	534751
aac(6')-Ib3	aac(6')-Ib-AKT	aac(6')-Ib3	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Salmonella enterica	309	0	309	5.778390316240643e-4	534751
blaLAP-2	blaLAP	blaLAP-2	BETA-LACTAM	BETA-LACTAM	Salmonella enterica	304	0	304	5.684888854812801e-4	534751
mef_gen	NA	NA	NA	NA	Salmonella enterica	0	296	296	5.535286516528253e-4	534751
erm-23S_rRNA	NA	NA	NA	NA	Salmonella enterica	0	288	288	5.385684178243706e-4	534751
qnrB1	qnrB	qnrB1	QUINOLONE	QUINOLONE	Salmonella enterica	283	0	283	5.292182716815864e-4	534751
blaHER	bla-A	blaHER	BETA-LACTAM	BETA-LACTAM	Salmonella enterica	13	266	279	5.21738154767359e-4	534751
qnrS2	qnrS	qnrS2	QUINOLONE	QUINOLONE	Salmonella enterica	275	0	275	5.142580378531316e-4	534751
tet(O)	tet(M-W-O-S)	tet(O)	TETRACYCLINE	TETRACYCLINE	Salmonella enterica	274	0	274	5.123880086245748e-4	534751
parC	NA	parC_S80R	QUINOLONE	QUINOLONE	Salmonella enterica	274	0	274	5.123880086245748e-4	534751
mef(B)	mef_gen	mef(B)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	Salmonella enterica	270	0	270	5.049078917103475e-4	534751
blaHER-3	blaHER	blaHER-3	BETA-LACTAM	BETA-LACTAM	Salmonella enterica	266	0	266	4.974277747961201e-4	534751
acrB	NA	acrB_R717L	MACROLIDE	AZITHROMYCIN	Salmonella enterica	243	0	243	4.544171025393127e-4	534751
ramR	NA	ramR_T18P	MULTIDRUG	AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE	Salmonella enterica	230	0	230	4.3010672256807377e-4	534751
blaSCO-1	blaSCO	blaSCO-1	BETA-LACTAM	BETA-LACTAM	Salmonella enterica	224	0	224	4.188865471967327e-4	534751
qnrB6	qnrB	qnrB6	QUINOLONE	QUINOLONE	Salmonella enterica	221	0	221	4.1327645951106214e-4	534751
mph_3	NA	NA	NA	NA	Salmonella enterica	0	221	221	4.1327645951106214e-4	534751
mph(B)	mph_gen	mph(B)	MACROLIDE	ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	Salmonella enterica	211	0	211	3.9457616722549376e-4	534751
acrB	NA	acrB_R717Q	MACROLIDE	AZITHROMYCIN	Salmonella enterica	207	0	207	3.8709605031126635e-4	534751
blaDHA	bla-C	blaDHA	BETA-LACTAM	CEPHALOSPORIN	Salmonella enterica	11	186	197	3.683957580256979e-4	534751
gyrB	NA	gyrB_S464Y	QUINOLONE	QUINOLONE	Salmonella enterica	197	0	197	3.683957580256979e-4	534751
msr(E)	msr	msr(E)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	Salmonella enterica	195	0	195	3.6465569956858424e-4	534751
mph(E)	mph_3	mph(E)	MACROLIDE	ERYTHROMYCIN	Salmonella enterica	195	0	195	3.6465569956858424e-4	534751
AMR	NA	NA	NA	NA	Salmonella enterica	0	195	195	3.6465569956858424e-4	534751
msr	NA	NA	NA	NA	Salmonella enterica	0	195	195	3.6465569956858424e-4	534751
mcr-9.2	mcr-9	mcr-9.2	COLISTIN	COLISTIN	Salmonella enterica	193	0	193	3.6091564111147056e-4	534751
blaCTX-M-9	blaCTX-M	blaCTX-M-9	BETA-LACTAM	CEPHALOSPORIN	Salmonella enterica	182	0	182	3.403453195973453e-4	534751
qnrS13	qnrS	qnrS13	QUINOLONE	QUINOLONE	Salmonella enterica	182	0	182	3.403453195973453e-4	534751
blaDHA-1	blaDHA	blaDHA-1	BETA-LACTAM	CEPHALOSPORIN	Salmonella enterica	180	0	180	3.3660526114023164e-4	534751
rmt	NA	NA	NA	NA	Salmonella enterica	0	174	174	3.2538508576889055e-4	534751
armA	rmt	armA	AMINOGLYCOSIDE	GENTAMICIN	Salmonella enterica	171	0	171	3.1977499808322007e-4	534751
erm(B)	erm-23S_rRNA	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	Salmonella enterica	161	0	161	3.0107470579765163e-4	534751
mdsB	RND-IM	mdsB	EFFLUX	EFFLUX	Salmonella bongori	160	0	160	0.975609756097561	164
RND-IM	NA	NA	NA	NA	Salmonella bongori	0	160	160	0.975609756097561	164
qnrB	qnr	qnrB	QUINOLONE	QUINOLONE	Salmonella diarizonae	1	157	158	0.044121753700083775	3581
qnrB19	qnrB	qnrB19	QUINOLONE	QUINOLONE	Salmonella diarizonae	157	0	157	0.043842502094387045	3581
qnrD	qnr	qnrD	QUINOLONE	QUINOLONE	Salmonella enterica	14	141	155	2.8985453042631055e-4	534751
aadA25	ant(3'')-Ia	aadA25	AMINOGLYCOSIDE	STREPTOMYCIN	Salmonella enterica	154	0	154	2.8798450119775374e-4	534751
dfrA16	dfrA	dfrA16	TRIMETHOPRIM	TRIMETHOPRIM	Salmonella enterica	152	0	152	2.8424444274064006e-4	534751
qnrB4	qnrB	qnrB4	QUINOLONE	QUINOLONE	Salmonella enterica	152	0	152	2.8424444274064006e-4	534751
parC	NA	parC_E84G	QUINOLONE	QUINOLONE	Salmonella enterica	139	0	139	2.599340627694011e-4	534751
mcr-3	mcr-3_set	mcr-3	COLISTIN	COLISTIN	Salmonella enterica	7	130	137	2.561940043122874e-4	534751
rmtB1	rmtB	rmtB1	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Salmonella enterica	134	0	134	2.5058391662661686e-4	534751
rmtB	NA	NA	NA	NA	Salmonella enterica	0	134	134	2.5058391662661686e-4	534751
qnrD1	qnrD	qnrD1	QUINOLONE	QUINOLONE	Salmonella enterica	127	0	127	2.3749371202671897e-4	534751
blaOXA-2	blaOXA-2_fam	blaOXA-2	BETA-LACTAM	BETA-LACTAM	Salmonella enterica	119	0	119	2.2253347819826424e-4	534751
